tree_number,tree_seed,bootstrap_size,unique_inbag_rows,duplicate_draws,oob_rows,tree_depth,node_count,leaf_count,candidate_nodes,min_candidate_features,max_candidate_features
525,1567080997,300,190,110,110,8,151,76,79,4,4
526,367795625,300,181,119,119,8,217,109,117,4,4
527,1086198222,300,183,117,117,8,169,85,84,4,4
528,1447615752,300,185,115,115,8,181,91,93,4,4
529,1336270014,300,178,122,122,8,187,94,99,4,4
530,117448529,300,198,102,102,8,217,109,115,4,4
531,442706775,300,192,108,108,8,183,92,94,4,4
532,949522300,300,200,100,100,8,211,106,107,4,4
533,1330946234,300,197,103,103,8,161,81,84,4,4
534,145328352,300,185,115,115,8,167,84,86,4,4
535,678195494,300,191,109,109,8,161,81,84,4,4
536,1667335881,300,196,104,104,8,209,105,109,4,4
537,201702422,300,192,108,108,8,143,72,76,4,4
538,709332264,300,199,101,101,8,173,87,93,4,4
539,687343496,300,188,112,112,8,191,96,100,4,4
540,795959752,300,196,104,104,8,217,109,115,4,4
541,1872298622,300,190,110,110,8,187,94,99,4,4
542,1609003266,300,198,102,102,8,207,104,108,4,4
543,2073161997,300,187,113,113,8,181,91,95,4,4
544,160824895,300,198,102,102,8,219,110,111,4,4
545,1461705366,300,197,103,103,8,201,101,104,4,4
546,706361937,300,187,113,113,8,183,92,97,4,4
547,50599563,300,188,112,112,8,211,106,111,4,4
548,1686799273,300,201,99,99,8,225,113,116,4,4
549,561275390,300,185,115,115,8,207,104,107,4,4
550,313019604,300,189,111,111,8,213,107,112,4,4
551,762895099,300,193,107,107,8,223,112,117,4,4
552,1015836059,300,191,109,109,8,189,95,99,4,4
553,871951688,300,191,109,109,8,193,97,97,4,4
554,1149162106,300,185,115,115,8,197,99,105,4,4
555,1445091033,300,200,100,100,8,173,87,91,4,4
556,1243543846,300,198,102,102,8,207,104,106,4,4
557,1911142929,300,181,119,119,8,201,101,107,4,4
558,305377771,300,187,113,113,8,173,87,87,4,4
559,1236580933,300,193,107,107,8,215,108,109,4,4
560,833348534,300,194,106,106,8,233,117,120,4,4
561,1140436563,300,195,105,105,8,191,96,96,4,4
562,424381047,300,183,117,117,8,195,98,102,4,4
563,1484051305,300,190,110,110,8,195,98,101,4,4
564,255124230,300,186,114,114,8,195,98,102,4,4
565,629688520,300,193,107,107,8,171,86,92,4,4
566,928166353,300,184,116,116,8,209,105,109,4,4
567,316379184,300,195,105,105,8,237,119,120,4,4
568,1172909907,300,184,116,116,8,171,86,88,4,4
569,838930227,300,194,106,106,8,169,85,91,4,4
570,1251688283,300,190,110,110,8,199,100,102,4,4
571,567122910,300,185,115,115,8,185,93,97,4,4
572,743929557,300,181,119,119,8,177,89,91,4,4
573,814833930,300,188,112,112,8,181,91,95,4,4
574,2095977148,300,196,104,104,8,189,95,102,4,4
575,948528263,300,182,118,118,8,165,83,88,4,4
576,561152751,300,185,115,115,8,163,82,86,4,4
577,560901327,300,200,100,100,8,207,104,108,4,4
578,929586315,300,191,109,109,8,157,79,83,4,4
579,1090117489,300,197,103,103,8,201,101,104,4,4
580,213518383,300,197,103,103,8,167,84,91,4,4
581,307022658,300,188,112,112,8,229,115,120,4,4
582,638771251,300,191,109,109,8,197,99,105,4,4
583,672254535,300,192,108,108,8,193,97,102,4,4
584,386227943,300,199,101,101,8,211,106,113,4,4
585,988367219,300,186,114,114,8,171,86,88,4,4
586,1919715121,300,184,116,116,8,191,96,99,4,4
587,656716562,300,179,121,121,8,175,88,91,4,4
588,1725442765,300,192,108,108,8,205,103,103,4,4
589,173982555,300,191,109,109,8,175,88,94,4,4
590,883523004,300,196,104,104,8,203,102,108,4,4
591,1962981596,300,190,110,110,8,185,93,98,4,4
592,2132144196,300,182,118,118,8,191,96,100,4,4
593,399265869,300,195,105,105,8,207,104,111,4,4
594,1891619772,300,189,111,111,8,203,102,103,4,4
595,139441150,300,196,104,104,8,193,97,100,4,4
596,711884448,300,193,107,107,8,203,102,104,4,4
597,421078584,300,184,116,116,8,199,100,105,4,4
598,896671519,300,196,104,104,8,185,93,96,4,4
599,998963707,300,181,119,119,8,191,96,100,4,4
600,262071924,300,194,106,106,8,191,96,100,4,4
601,803821181,300,188,112,112,8,201,101,103,4,4
602,634424552,300,197,103,103,8,199,100,105,4,4
603,478510345,300,202,98,98,8,197,99,102,4,4
604,1500513528,300,190,110,110,8,199,100,103,4,4
605,429619586,300,186,114,114,8,185,93,99,4,4
606,1896596236,300,193,107,107,8,203,102,109,4,4
607,508427438,300,203,97,97,8,217,109,109,4,4
608,1929126053,300,192,108,108,8,183,92,100,4,4
609,2041188844,300,200,100,100,8,185,93,96,4,4
610,638749916,300,197,103,103,8,199,100,102,4,4
611,465645322,300,186,114,114,8,177,89,92,4,4
612,834555755,300,198,102,102,8,201,101,105,4,4
613,737832487,300,188,112,112,8,197,99,102,4,4
614,577077238,300,193,107,107,8,199,100,105,4,4
615,1748439788,300,193,107,107,8,175,88,91,4,4
616,1682425651,300,192,108,108,8,207,104,109,4,4
617,813639748,300,189,111,111,8,205,103,108,4,4
618,1604079294,300,201,99,99,8,225,113,114,4,4
619,1663620273,300,193,107,107,8,155,78,80,4,4
620,1086168568,300,198,102,102,8,195,98,99,4,4
621,519893263,300,185,115,115,8,195,98,99,4,4
622,787721519,300,187,113,113,8,199,100,100,4,4
623,1313219644,300,186,114,114,8,199,100,104,4,4
624,195780092,300,191,109,109,8,211,106,108,4,4
625,2087798596,300,190,110,110,8,233,117,122,4,4
626,629776672,300,189,111,111,8,217,109,113,4,4
627,1413307176,300,193,107,107,8,205,103,108,4,4
628,406865512,300,186,114,114,8,203,102,107,4,4
629,1152344747,300,189,111,111,8,177,89,93,4,4
630,2096477205,300,179,121,121,8,191,96,102,4,4
631,1477711039,300,189,111,111,8,187,94,98,4,4
632,78374050,300,198,102,102,8,183,92,95,4,4
633,566985988,300,188,112,112,8,195,98,101,4,4
634,2090978411,300,187,113,113,8,171,86,90,4,4
635,1905500998,300,191,109,109,8,227,114,118,4,4
636,317830253,300,194,106,106,8,221,111,115,4,4
637,717610162,300,196,104,104,8,201,101,107,4,4
638,1149441826,300,197,103,103,8,181,91,92,4,4
639,1687468029,300,184,116,116,8,199,100,104,4,4
640,1220226539,300,183,117,117,8,209,105,112,4,4
641,938763109,300,192,108,108,8,199,100,105,4,4
642,931977250,300,190,110,110,8,197,99,102,4,4
643,668087659,300,188,112,112,8,161,81,83,4,4
644,460500376,300,198,102,102,8,195,98,101,4,4
645,1611606114,300,186,114,114,8,205,103,109,4,4
646,1530346918,300,189,111,111,8,217,109,116,4,4
647,2115291907,300,186,114,114,8,247,124,130,4,4
648,1437797413,300,194,106,106,8,211,106,111,4,4
649,2133820389,300,184,116,116,8,203,102,109,4,4
650,429605036,300,190,110,110,8,187,94,98,4,4
651,98729636,300,189,111,111,8,169,85,86,4,4
652,124829842,300,187,113,113,8,167,84,88,4,4
653,196249136,300,190,110,110,8,209,105,110,4,4
654,948881354,300,183,117,117,8,153,77,80,4,4
655,1923850288,300,187,113,113,8,199,100,104,4,4
656,787698361,300,189,111,111,8,177,89,95,4,4
657,1224977846,300,198,102,102,8,229,115,116,4,4
658,1029666048,300,200,100,100,8,191,96,99,4,4
659,459977685,300,193,107,107,8,191,96,97,4,4
660,319486294,300,189,111,111,8,177,89,96,4,4
661,1680803452,300,194,106,106,8,185,93,100,4,4
662,1783551121,300,188,112,112,8,225,113,116,4,4
663,101274852,300,195,105,105,8,199,100,104,4,4
664,542808686,300,194,106,106,8,195,98,100,4,4
665,453654387,300,185,115,115,8,169,85,88,4,4
666,90926102,300,200,100,100,8,189,95,102,4,4
667,567679838,300,188,112,112,8,175,88,91,4,4
668,1497566646,300,192,108,108,8,229,115,118,4,4
669,328960857,300,182,118,118,8,181,91,95,4,4
670,1941468833,300,182,118,118,8,199,100,105,4,4
671,2128036673,300,187,113,113,8,205,103,106,4,4
672,1172994195,300,184,116,116,8,175,88,91,4,4
673,1095602728,300,196,104,104,8,209,105,110,4,4
674,2090635821,300,196,104,104,8,241,121,124,4,4
675,724046667,300,192,108,108,8,191,96,100,4,4
676,582788712,300,199,101,101,8,187,94,98,4,4
677,1286784366,300,202,98,98,8,179,90,94,4,4
678,857318038,300,185,115,115,8,209,105,106,4,4
679,494787831,300,187,113,113,8,195,98,104,4,4
680,642608676,300,187,113,113,8,193,97,101,4,4
681,460838339,300,178,122,122,8,191,96,101,4,4
682,178150460,300,199,101,101,8,197,99,101,4,4
683,166716375,300,183,117,117,8,133,67,67,4,4
684,770210796,300,193,107,107,8,235,118,122,4,4
685,329007306,300,180,120,120,8,171,86,94,4,4
686,1140430973,300,201,99,99,8,169,85,88,4,4
687,2947235,300,184,116,116,8,171,86,89,4,4
688,1136557814,300,191,109,109,8,205,103,109,4,4
689,381824849,300,199,101,101,8,187,94,96,4,4
690,2099666893,300,189,111,111,8,203,102,108,4,4
691,1065252502,300,193,107,107,8,187,94,101,4,4
692,253647050,300,192,108,108,8,179,90,93,4,4
693,1227137777,300,186,114,114,8,171,86,88,4,4
694,1081616429,300,191,109,109,8,203,102,105,4,4
695,227688377,300,182,118,118,8,199,100,108,4,4
696,836209637,300,192,108,108,8,199,100,104,4,4
697,463213705,300,190,110,110,8,211,106,110,4,4
698,1488537632,300,196,104,104,8,195,98,103,4,4
699,15613892,300,187,113,113,8,167,84,87,4,4
700,223039375,300,189,111,111,8,203,102,106,4,4
701,1463445174,300,196,104,104,8,207,104,106,4,4
702,1993817862,300,191,109,109,8,183,92,97,4,4
703,805308508,300,178,122,122,8,185,93,97,4,4
704,1168917383,300,189,111,111,8,171,86,92,4,4
705,1256401435,300,186,114,114,8,177,89,93,4,4
706,1063143122,300,182,118,118,8,161,81,85,4,4
707,1643737213,300,195,105,105,8,199,100,105,4,4
708,827371685,300,187,113,113,8,217,109,115,4,4
709,999545839,300,189,111,111,8,171,86,92,4,4
710,171412137,300,196,104,104,8,225,113,116,4,4
711,595692288,300,189,111,111,8,227,114,121,4,4
712,660785617,300,195,105,105,8,197,99,102,4,4
713,1990173021,300,186,114,114,8,211,106,111,4,4
714,481855243,300,191,109,109,8,165,83,88,4,4
715,1553385152,300,188,112,112,8,191,96,99,4,4
716,689841456,300,190,110,110,8,175,88,96,4,4
717,1979406890,300,184,116,116,8,199,100,104,4,4
718,480023149,300,200,100,100,8,223,112,117,4,4
719,2145050074,300,185,115,115,8,179,90,92,4,4
720,340236463,300,194,106,106,8,191,96,97,4,4
721,949976369,300,188,112,112,8,231,116,120,4,4
722,183944637,300,185,115,115,8,193,97,106,4,4
723,646514085,300,194,106,106,8,199,100,103,4,4
724,1786752071,300,181,119,119,8,201,101,101,4,4
725,446267124,300,198,102,102,8,183,92,97,4,4
726,779402743,300,196,104,104,8,201,101,104,4,4
727,1426648519,300,185,115,115,8,191,96,100,4,4
728,757118131,300,191,109,109,8,165,83,89,4,4
729,975972579,300,190,110,110,8,239,120,124,4,4
730,1371550971,300,198,102,102,8,215,108,111,4,4
731,1817480290,300,194,106,106,8,169,85,86,4,4
732,1024094006,300,187,113,113,8,223,112,115,4,4
733,1447165139,300,191,109,109,8,211,106,114,4,4
734,935082669,300,179,121,121,8,193,97,101,4,4
735,372582117,300,187,113,113,8,227,114,117,4,4
736,1586322148,300,187,113,113,8,189,95,99,4,4
737,1163264669,300,192,108,108,8,225,113,115,4,4
738,666101813,300,197,103,103,8,215,108,112,4,4
739,2108322309,300,198,102,102,8,229,115,119,4,4
740,326442312,300,195,105,105,8,193,97,100,4,4
741,1443393912,300,189,111,111,8,199,100,105,4,4
742,131587569,300,184,116,116,8,207,104,108,4,4
743,1534472190,300,188,112,112,8,203,102,107,4,4
744,1490244116,300,193,107,107,8,191,96,99,4,4
745,896640049,300,181,119,119,8,189,95,100,4,4
746,1939486164,300,192,108,108,8,205,103,103,4,4
747,869970365,300,187,113,113,8,193,97,97,4,4
748,1464524037,300,183,117,117,8,187,94,102,4,4
749,696346753,300,195,105,105,8,203,102,107,4,4
750,1415622987,300,186,114,114,8,191,96,102,4,4
751,1972410222,300,195,105,105,8,211,106,107,4,4
752,1977983438,300,184,116,116,8,159,80,84,4,4
753,1576587462,300,180,120,120,8,197,99,104,4,4
754,1693825478,300,186,114,114,8,173,87,91,4,4
755,193125803,300,179,121,121,8,161,81,84,4,4
756,1203655031,300,192,108,108,8,185,93,97,4,4
757,1882888910,300,191,109,109,8,171,86,90,4,4
758,858368731,300,188,112,112,8,243,122,127,4,4
759,1949710121,300,180,120,120,8,203,102,104,4,4
760,1064136819,300,189,111,111,8,197,99,102,4,4
761,460639861,300,191,109,109,8,191,96,100,4,4
762,1191567094,300,185,115,115,8,207,104,109,4,4
763,648397068,300,185,115,115,8,171,86,87,4,4
764,1922754342,300,194,106,106,8,189,95,95,4,4
765,443375133,300,189,111,111,8,185,93,97,4,4
766,777961633,300,198,102,102,8,213,107,111,4,4
767,1111575983,300,190,110,110,8,203,102,110,4,4
768,109223866,300,185,115,115,8,215,108,112,4,4
769,113426524,300,192,108,108,8,183,92,98,4,4
770,1735436691,300,186,114,114,8,163,82,87,4,4
771,2104508914,300,191,109,109,8,213,107,109,4,4
772,330499370,300,189,111,111,8,189,95,100,4,4
773,1649441684,300,179,121,121,8,185,93,96,4,4
774,1425388861,300,188,112,112,8,211,106,111,4,4
775,1815802716,300,191,109,109,8,187,94,99,4,4
776,307707403,300,191,109,109,8,189,95,97,4,4
777,178757575,300,201,99,99,8,199,100,103,4,4
778,114150646,300,190,110,110,8,201,101,106,4,4
779,1562331587,300,193,107,107,8,183,92,102,4,4
780,762732910,300,190,110,110,8,187,94,98,4,4
781,720286707,300,189,111,111,8,183,92,96,4,4
782,1987851242,300,194,106,106,8,195,98,102,4,4
783,2054964000,300,183,117,117,8,197,99,103,4,4
784,1391533569,300,192,108,108,8,191,96,98,4,4
785,1980225314,300,189,111,111,8,183,92,96,4,4
786,1210436925,300,193,107,107,8,183,92,101,4,4
787,1551839329,300,197,103,103,8,211,106,110,4,4
788,1172937058,300,196,104,104,8,201,101,106,4,4
789,414409724,300,195,105,105,8,215,108,111,4,4
790,254911360,300,192,108,108,8,211,106,109,4,4
791,1546373012,300,196,104,104,8,225,113,116,4,4
792,1696038781,300,194,106,106,8,205,103,108,4,4
793,1821059258,300,192,108,108,8,207,104,111,4,4
794,1604765351,300,178,122,122,8,209,105,107,4,4
795,1055925814,300,190,110,110,8,155,78,82,4,4
796,975044153,300,194,106,106,8,207,104,108,4,4
797,1970030148,300,187,113,113,8,167,84,89,4,4
798,1977896502,300,188,112,112,8,193,97,101,4,4
799,996970116,300,193,107,107,8,185,93,98,4,4
800,238768541,300,193,107,107,8,187,94,99,4,4
801,981473313,300,196,104,104,8,183,92,97,4,4
802,295159763,300,181,119,119,8,199,100,104,4,4
803,1035347093,300,194,106,106,8,219,110,113,4,4
804,411395056,300,182,118,118,8,197,99,106,4,4
805,1145986125,300,194,106,106,8,221,111,114,4,4
806,977970094,300,198,102,102,8,221,111,113,4,4
807,967873657,300,180,120,120,8,201,101,104,4,4
808,2034752352,300,186,114,114,8,191,96,99,4,4
809,1684973441,300,185,115,115,8,227,114,118,4,4
810,1887103936,300,182,118,118,8,177,89,93,4,4
811,1838931367,300,188,112,112,8,209,105,108,4,4
812,1030433581,300,188,112,112,8,191,96,101,4,4
813,302503115,300,193,107,107,8,195,98,106,4,4
814,1242248376,300,186,114,114,8,223,112,114,4,4
815,846195049,300,198,102,102,8,241,121,122,4,4
816,5010946,300,188,112,112,8,193,97,104,4,4
817,805933936,300,188,112,112,8,181,91,95,4,4
818,769688378,300,187,113,113,8,187,94,97,4,4
819,1416831724,300,192,108,108,8,197,99,105,4,4
820,1938695919,300,196,104,104,8,175,88,92,4,4
821,1572494466,300,194,106,106,8,205,103,108,4,4
822,115720177,300,196,104,104,8,201,101,106,4,4
823,1876567478,300,193,107,107,8,187,94,100,4,4
824,173745899,300,194,106,106,8,185,93,100,4,4
825,1653844831,300,191,109,109,8,169,85,90,4,4
826,901552613,300,195,105,105,8,227,114,122,4,4
827,82412117,300,192,108,108,8,197,99,103,4,4
828,157626902,300,190,110,110,8,181,91,95,4,4
829,973625920,300,188,112,112,8,193,97,102,4,4
830,778478860,300,185,115,115,8,193,97,99,4,4
831,446847992,300,186,114,114,8,209,105,105,4,4
832,968736276,300,196,104,104,8,205,103,108,4,4
833,672472231,300,199,101,101,8,219,110,111,4,4
834,1464904434,300,194,106,106,8,215,108,112,4,4
835,1708973250,300,190,110,110,8,203,102,103,4,4
836,1738403531,300,182,118,118,8,169,85,92,4,4
837,804818423,300,184,116,116,8,185,93,97,4,4
838,1788167915,300,184,116,116,8,225,113,117,4,4
839,1724736813,300,191,109,109,8,157,79,81,4,4
840,1841712611,300,184,116,116,8,189,95,100,4,4
841,1060869709,300,200,100,100,8,209,105,107,4,4
842,1097196965,300,192,108,108,8,199,100,101,4,4
843,296325774,300,192,108,108,8,201,101,106,4,4
844,1616948248,300,187,113,113,8,217,109,113,4,4
845,1519461451,300,189,111,111,8,209,105,110,4,4
846,460324036,300,187,113,113,8,199,100,102,4,4
847,1481968761,300,187,113,113,8,201,101,105,4,4
848,566113653,300,182,118,118,8,193,97,102,4,4
849,684072236,300,198,102,102,8,197,99,101,4,4
850,910271457,300,204,96,96,8,211,106,110,4,4
851,1424331445,300,178,122,122,8,145,73,77,4,4
852,560543266,300,189,111,111,8,183,92,95,4,4
853,840247565,300,193,107,107,8,195,98,101,4,4
854,1995744155,300,183,117,117,8,215,108,113,4,4
855,850756269,300,204,96,96,8,191,96,98,4,4
856,1939598830,300,190,110,110,8,189,95,99,4,4
857,1461367388,300,195,105,105,8,211,106,109,4,4
858,610617604,300,195,105,105,8,197,99,100,4,4
859,414439867,300,188,112,112,8,193,97,99,4,4
860,1307088199,300,192,108,108,8,203,102,104,4,4
861,355941987,300,188,112,112,8,169,85,89,4,4
862,2084309964,300,194,106,106,8,181,91,98,4,4
863,1485262822,300,190,110,110,8,223,112,119,4,4
864,607429938,300,184,116,116,8,195,98,103,4,4
865,1888002896,300,184,116,116,8,209,105,111,4,4
866,1215902189,300,187,113,113,8,171,86,92,4,4
867,169842602,300,192,108,108,8,221,111,112,4,4
868,761068100,300,189,111,111,8,205,103,107,4,4
869,2023749740,300,188,112,112,8,193,97,102,4,4
870,118982348,300,191,109,109,8,187,94,98,4,4
871,2048228694,300,194,106,106,8,215,108,114,4,4
872,493672086,300,191,109,109,8,207,104,108,4,4
873,107081399,300,189,111,111,8,217,109,111,4,4
874,2024626082,300,186,114,114,8,211,106,107,4,4
875,675222060,300,194,106,106,8,163,82,83,4,4
876,1124057244,300,193,107,107,8,187,94,97,4,4
877,1181878320,300,193,107,107,8,203,102,103,4,4
878,497907930,300,193,107,107,8,193,97,103,4,4
879,1767882431,300,187,113,113,8,185,93,96,4,4
880,814035621,300,191,109,109,8,209,105,110,4,4
881,918986991,300,190,110,110,8,171,86,90,4,4
882,1100877623,300,191,109,109,8,243,122,129,4,4
883,1513154269,300,186,114,114,8,173,87,91,4,4
884,459322912,300,201,99,99,8,213,107,110,4,4
885,1661710777,300,192,108,108,8,167,84,89,4,4
886,36263600,300,190,110,110,8,237,119,124,4,4
887,1929633692,300,192,108,108,8,175,88,92,4,4
888,937726257,300,194,106,106,8,195,98,99,4,4
889,1915076080,300,184,116,116,8,175,88,93,4,4
890,120848466,300,184,116,116,8,203,102,108,4,4
891,1838818859,300,188,112,112,8,189,95,98,4,4
892,1504653608,300,189,111,111,8,221,111,113,4,4
893,1108617245,300,194,106,106,8,181,91,100,4,4
894,1489183937,300,185,115,115,8,215,108,113,4,4
895,1964450454,300,185,115,115,8,229,115,121,4,4
896,1166633103,300,199,101,101,8,161,81,85,4,4
897,1849347003,300,187,113,113,8,177,89,95,4,4
898,1381038357,300,192,108,108,8,191,96,101,4,4
899,400456643,300,195,105,105,8,165,83,85,4,4
900,1194966720,300,198,102,102,8,203,102,111,4,4
901,856675947,300,193,107,107,8,189,95,98,4,4
902,1278955606,300,187,113,113,8,193,97,103,4,4
903,726490128,300,183,117,117,8,191,96,100,4,4
904,482071824,300,189,111,111,8,175,88,91,4,4
905,1346779716,300,187,113,113,8,191,96,103,4,4
906,415726180,300,192,108,108,8,187,94,97,4,4
907,509850238,300,192,108,108,8,197,99,102,4,4
908,733428774,300,189,111,111,8,217,109,118,4,4
909,840267763,300,199,101,101,8,201,101,107,4,4
910,1836919758,300,189,111,111,8,173,87,92,4,4
911,1406587896,300,188,112,112,8,205,103,107,4,4
912,1693115414,300,189,111,111,8,163,82,85,4,4
913,243025400,300,188,112,112,8,189,95,99,4,4
914,934671414,300,186,114,114,8,201,101,108,4,4
915,1591475314,300,180,120,120,8,201,101,103,4,4
916,871139345,300,192,108,108,8,203,102,104,4,4
917,468590327,300,189,111,111,8,203,102,106,4,4
918,8921216,300,190,110,110,8,207,104,106,4,4
919,875717217,300,195,105,105,8,183,92,95,4,4
920,1604421879,300,202,98,98,8,183,92,95,4,4
921,1764023688,300,198,102,102,8,217,109,112,4,4
922,727317499,300,185,115,115,8,199,100,105,4,4
923,1822174807,300,188,112,112,8,227,114,116,4,4
924,152705468,300,196,104,104,8,197,99,103,4,4
925,356010625,300,188,112,112,8,197,99,102,4,4
926,874551431,300,193,107,107,8,235,118,122,4,4
927,1573322829,300,206,94,94,8,209,105,107,4,4
928,919770860,300,186,114,114,8,185,93,98,4,4
929,1302060630,300,189,111,111,8,189,95,97,4,4
930,204073709,300,197,103,103,8,177,89,93,4,4
931,695119937,300,187,113,113,8,181,91,96,4,4
932,756344988,300,200,100,100,8,221,111,114,4,4
933,100318061,300,183,117,117,8,161,81,87,4,4
934,788380326,300,188,112,112,8,189,95,94,4,4
935,60357227,300,188,112,112,8,153,77,81,4,4
936,1710456066,300,186,114,114,8,151,76,80,4,4
937,1665689072,300,192,108,108,8,169,85,86,4,4
938,211209899,300,202,98,98,8,209,105,106,4,4
939,951668995,300,184,116,116,8,205,103,109,4,4
940,525293769,300,197,103,103,8,199,100,104,4,4
941,380538066,300,183,117,117,8,187,94,97,4,4
942,342650573,300,190,110,110,8,211,106,113,4,4
943,196034172,300,197,103,103,8,135,68,72,4,4
944,407254104,300,197,103,103,8,187,94,99,4,4
945,165664474,300,202,98,98,8,215,108,110,4,4
946,1089651974,300,185,115,115,8,213,107,110,4,4
947,1020072812,300,191,109,109,8,179,90,94,4,4
948,1319196070,300,184,116,116,8,213,107,114,4,4
949,1286750108,300,192,108,108,8,197,99,104,4,4
950,1469049557,300,186,114,114,8,205,103,105,4,4
951,53338567,300,199,101,101,8,231,116,120,4,4
952,1050568693,300,189,111,111,8,213,107,112,4,4
953,12827747,300,187,113,113,8,221,111,112,4,4
954,492134269,300,196,104,104,8,215,108,115,4,4
955,323844903,300,187,113,113,8,213,107,112,4,4
956,1551498927,300,196,104,104,8,219,110,115,4,4
957,1131363595,300,198,102,102,8,199,100,105,4,4
958,932562504,300,184,116,116,8,183,92,99,4,4
959,980828173,300,183,117,117,8,181,91,94,4,4
960,39041649,300,192,108,108,8,195,98,101,4,4
961,1682027319,300,196,104,104,8,221,111,115,4,4
962,1398839590,300,187,113,113,8,217,109,115,4,4
963,1746948932,300,185,115,115,8,199,100,105,4,4
964,1489997019,300,192,108,108,8,193,97,101,4,4
965,1017712643,300,200,100,100,8,241,121,127,4,4
966,1087288478,300,206,94,94,8,171,86,91,4,4
967,1164832135,300,198,102,102,8,213,107,110,4,4
968,219422403,300,188,112,112,8,215,108,118,4,4
969,1167528075,300,189,111,111,8,177,89,92,4,4
970,1906038701,300,189,111,111,8,219,110,115,4,4
971,1824047039,300,189,111,111,8,189,95,104,4,4
972,1540135778,300,194,106,106,8,169,85,88,4,4
973,2105736786,300,187,113,113,8,205,103,107,4,4
974,1124399344,300,188,112,112,8,167,84,89,4,4
975,2028226063,300,185,115,115,8,225,113,114,4,4
976,1751079383,300,187,113,113,8,209,105,111,4,4
977,9225510,300,186,114,114,8,191,96,100,4,4
978,1322382452,300,187,113,113,8,193,97,103,4,4
979,1897953652,300,182,118,118,8,187,94,98,4,4
980,1202388537,300,189,111,111,8,153,77,83,4,4
981,1976128820,300,183,117,117,8,215,108,114,4,4
982,733171278,300,196,104,104,8,219,110,116,4,4
983,1232176590,300,182,118,118,8,193,97,101,4,4
984,318550136,300,189,111,111,8,163,82,87,4,4
985,862157788,300,189,111,111,8,227,114,117,4,4
986,611520795,300,189,111,111,8,191,96,99,4,4
987,1138292120,300,188,112,112,8,215,108,114,4,4
988,1248173151,300,191,109,109,8,187,94,102,4,4
989,1606650073,300,179,121,121,8,169,85,86,4,4
990,2029073551,300,176,124,124,8,229,115,121,4,4
991,1638867132,300,187,113,113,8,197,99,102,4,4
992,613523297,300,184,116,116,8,189,95,98,4,4
993,1014485834,300,193,107,107,8,185,93,95,4,4
994,715744132,300,185,115,115,8,201,101,104,4,4
995,1842559210,300,187,113,113,8,177,89,93,4,4
996,917152533,300,194,106,106,8,215,108,111,4,4
997,223001652,300,193,107,107,8,169,85,87,4,4
998,707132207,300,181,119,119,8,189,95,99,4,4
999,132280155,300,181,119,119,8,187,94,100,4,4
1000,1528335134,300,178,122,122,8,199,100,110,4,4
1001,2085456023,300,191,109,109,8,191,96,103,4,4
1002,1931515526,300,197,103,103,8,201,101,106,4,4
1003,1549699286,300,190,110,110,8,175,88,93,4,4
1004,912649076,300,192,108,108,8,189,95,100,4,4
1005,1023368532,300,192,108,108,8,217,109,111,4,4
1006,431500960,300,185,115,115,8,197,99,105,4,4
1007,1576170675,300,191,109,109,8,161,81,87,4,4
1008,1171503114,300,195,105,105,8,189,95,96,4,4
1009,1034370112,300,197,103,103,8,175,88,92,4,4
1010,1850528341,300,196,104,104,8,201,101,103,4,4
1011,34795499,300,195,105,105,8,205,103,104,4,4
1012,1235517839,300,190,110,110,8,187,94,99,4,4
1013,1816331011,300,191,109,109,8,213,107,112,4,4
1014,1577198604,300,182,118,118,8,171,86,92,4,4
1015,1461615256,300,192,108,108,8,179,90,94,4,4
1016,170589456,300,184,116,116,8,223,112,115,4,4
1017,1250752687,300,201,99,99,8,211,106,110,4,4
1018,957212965,300,189,111,111,8,205,103,106,4,4
1019,184864772,300,194,106,106,8,197,99,108,4,4
1020,1620152162,300,191,109,109,8,187,94,95,4,4
1021,1212791641,300,191,109,109,8,181,91,94,4,4
1022,1733649705,300,191,109,109,8,161,81,85,4,4
1023,1722778329,300,200,100,100,8,217,109,117,4,4
1024,1313969736,300,192,108,108,8,167,84,89,4,4
1025,1499859291,300,187,113,113,8,193,97,100,4,4
1026,1327499519,300,177,123,123,8,181,91,99,4,4
1027,356153256,300,193,107,107,8,193,97,104,4,4
1028,1104827921,300,198,102,102,8,199,100,109,4,4
1029,823014651,300,198,102,102,8,155,78,80,4,4
1030,2021083390,300,185,115,115,8,185,93,98,4,4
1031,1159091886,300,190,110,110,8,193,97,100,4,4
1032,16291573,300,203,97,97,8,191,96,102,4,4
1033,503745486,300,204,96,96,8,193,97,97,4,4
1034,683422576,300,190,110,110,8,175,88,91,4,4
1035,354259121,300,195,105,105,8,215,108,111,4,4
1036,480882698,300,192,108,108,8,231,116,120,4,4
1037,1346092302,300,191,109,109,8,201,101,101,4,4
1038,1780270849,300,191,109,109,8,207,104,105,4,4
1039,1561107685,300,187,113,113,8,215,108,114,4,4
1040,540122978,300,178,122,122,8,207,104,110,4,4
1041,1545128040,300,186,114,114,8,215,108,111,4,4
