model,optional_terms,n_optional_terms,fold,log_loss,auc,accuracy,f1
main + x1_sq + x2_sq + x3_sq + x1_x3,"x1_sq, x2_sq, x3_sq, x1_x3",4,15,0.7674971813644934,0.5394883203559511,0.5333333333333333,0.5172413793103449
main + x1_sq + x2_sq + x3_sq + x2_x3,"x1_sq, x2_sq, x3_sq, x2_x3",4,15,0.6793464193703885,0.6852057842046718,0.5666666666666667,0.5
main + x1_sq + x2_sq + x1_x2 + x1_x3,"x1_sq, x2_sq, x1_x2, x1_x3",4,15,0.766673501406533,0.5294771968854283,0.5,0.5
main + x1_sq + x2_sq + x1_x2 + x2_x3,"x1_sq, x2_sq, x1_x2, x2_x3",4,15,0.673570871478441,0.6840934371523916,0.55,0.47058823529411764
main + x1_sq + x2_sq + x1_x3 + x2_x3,"x1_sq, x2_sq, x1_x3, x2_x3",4,15,0.6805710120822748,0.6751946607341491,0.55,0.47058823529411764
main + x1_sq + x3_sq + x1_x2 + x1_x3,"x1_sq, x3_sq, x1_x2, x1_x3",4,15,0.7626589655279887,0.5406006674082313,0.55,0.5263157894736842
main + x1_sq + x3_sq + x1_x2 + x2_x3,"x1_sq, x3_sq, x1_x2, x2_x3",4,15,0.6745690626460519,0.6974416017797553,0.5666666666666667,0.5185185185185185
main + x1_sq + x3_sq + x1_x3 + x2_x3,"x1_sq, x3_sq, x1_x3, x2_x3",4,15,0.6792929827021493,0.6941045606229144,0.5666666666666667,0.5185185185185185
main + x1_sq + x1_x2 + x1_x3 + x2_x3,"x1_sq, x1_x2, x1_x3, x2_x3",4,15,0.6701173789534215,0.6896551724137931,0.5666666666666667,0.5
main + x2_sq + x3_sq + x1_x2 + x1_x3,"x2_sq, x3_sq, x1_x2, x1_x3",4,15,0.7923843250802888,0.5406006674082313,0.55,0.509090909090909
main + x2_sq + x3_sq + x1_x2 + x2_x3,"x2_sq, x3_sq, x1_x2, x2_x3",4,15,0.7015689144021753,0.6562847608453837,0.5166666666666667,0.43137254901960786
main + x2_sq + x3_sq + x1_x3 + x2_x3,"x2_sq, x3_sq, x1_x3, x2_x3",4,15,0.6986002589046574,0.6596218020022246,0.5166666666666667,0.43137254901960786
main + x2_sq + x1_x2 + x1_x3 + x2_x3,"x2_sq, x1_x2, x1_x3, x2_x3",4,15,0.7037572339293766,0.649610678531702,0.5333333333333333,0.46153846153846156
main + x3_sq + x1_x2 + x1_x3 + x2_x3,"x3_sq, x1_x2, x1_x3, x2_x3",4,15,0.6937767414541988,0.6562847608453837,0.5166666666666667,0.43137254901960786
main + x1_sq + x2_sq + x3_sq + x1_x2 + x1_x3,"x1_sq, x2_sq, x3_sq, x1_x2, x1_x3",5,15,0.7636965655800199,0.5417130144605117,0.5333333333333333,0.5172413793103449
main + x1_sq + x2_sq + x3_sq + x1_x2 + x2_x3,"x1_sq, x2_sq, x3_sq, x1_x2, x2_x3",5,15,0.6762253032015485,0.692992213570634,0.55,0.49056603773584906
main + x1_sq + x2_sq + x3_sq + x1_x3 + x2_x3,"x1_sq, x2_sq, x3_sq, x1_x3, x2_x3",5,15,0.679745455876703,0.6852057842046718,0.5666666666666667,0.5
main + x1_sq + x2_sq + x1_x2 + x1_x3 + x2_x3,"x1_sq, x2_sq, x1_x2, x1_x3, x2_x3",5,15,0.673959824109507,0.6840934371523916,0.55,0.47058823529411764
main + x1_sq + x3_sq + x1_x2 + x1_x3 + x2_x3,"x1_sq, x3_sq, x1_x2, x1_x3, x2_x3",5,15,0.6713700036608181,0.6952169076751947,0.5666666666666667,0.5185185185185185
main + x2_sq + x3_sq + x1_x2 + x1_x3 + x2_x3,"x2_sq, x3_sq, x1_x2, x1_x3, x2_x3",5,15,0.703073440095311,0.6551724137931034,0.5166666666666667,0.43137254901960786
main + x1_sq + x2_sq + x3_sq + x1_x2 + x1_x3 + x2_x3,"x1_sq, x2_sq, x3_sq, x1_x2, x1_x3, x2_x3",6,15,0.6743410079202937,0.6918798665183538,0.55,0.49056603773584906
main effects only,none,0,16,0.6873050774281294,0.6026785714285714,0.5333333333333333,0.5483870967741935
main + x1_sq,x1_sq,1,16,0.6683596781036644,0.6026785714285714,0.55,0.5970149253731343
main + x2_sq,x2_sq,1,16,0.6924938512888075,0.5904017857142858,0.5166666666666667,0.5396825396825397
main + x3_sq,x3_sq,1,16,0.6834705495699004,0.6138392857142857,0.5333333333333333,0.5483870967741935
main + x1_x2,x1_x2,1,16,0.6993951614430222,0.59375,0.5333333333333333,0.5483870967741935
main + x1_x3,x1_x3,1,16,0.6810492194896065,0.6238839285714286,0.5333333333333333,0.5483870967741935
main + x2_x3,x2_x3,1,16,0.524698028040351,0.8113839285714286,0.7,0.7
main + x1_sq + x2_sq,"x1_sq, x2_sq",2,16,0.6737650707621362,0.5870535714285714,0.5333333333333333,0.5757575757575758
main + x1_sq + x3_sq,"x1_sq, x3_sq",2,16,0.6645326295952146,0.6238839285714286,0.5666666666666667,0.6176470588235294
main + x1_sq + x1_x2,"x1_sq, x1_x2",2,16,0.680075509331431,0.5848214285714286,0.5666666666666667,0.6060606060606061
main + x1_sq + x1_x3,"x1_sq, x1_x3",2,16,0.6629034969513563,0.6238839285714286,0.55,0.5970149253731343
main + x1_sq + x2_x3,"x1_sq, x2_x3",2,16,0.5057776151866372,0.828125,0.7166666666666667,0.7213114754098361
main + x2_sq + x3_sq,"x2_sq, x3_sq",2,16,0.6881904863810298,0.5993303571428572,0.5166666666666667,0.5396825396825397
main + x2_sq + x1_x2,"x2_sq, x1_x2",2,16,0.7045505742406942,0.5792410714285714,0.5166666666666667,0.5396825396825397
main + x2_sq + x1_x3,"x2_sq, x1_x3",2,16,0.6868854752892584,0.6149553571428572,0.5166666666666667,0.5396825396825397
main + x2_sq + x2_x3,"x2_sq, x2_x3",2,16,0.5263501889608724,0.8080357142857143,0.7166666666666667,0.711864406779661
main + x3_sq + x1_x2,"x3_sq, x1_x2",2,16,0.6955590149509014,0.5982142857142857,0.5333333333333333,0.5483870967741935
main + x3_sq + x1_x3,"x3_sq, x1_x3",2,16,0.6749711373914966,0.6294642857142857,0.5333333333333333,0.5625
main + x3_sq + x2_x3,"x3_sq, x2_x3",2,16,0.5135389434284738,0.8225446428571429,0.7,0.7
main + x1_x2 + x1_x3,"x1_x2, x1_x3",2,16,0.6926038580355965,0.6227678571428572,0.5333333333333333,0.5483870967741935
main + x1_x2 + x2_x3,"x1_x2, x2_x3",2,16,0.5282329803227516,0.8035714285714286,0.7,0.7
main + x1_x3 + x2_x3,"x1_x3, x2_x3",2,16,0.52050100957964,0.8136160714285714,0.7,0.7
main + x1_sq + x2_sq + x3_sq,"x1_sq, x2_sq, x3_sq",3,16,0.6694977073550048,0.6026785714285714,0.5333333333333333,0.5757575757575758
main + x1_sq + x2_sq + x1_x2,"x1_sq, x2_sq, x1_x2",3,16,0.6863725005951704,0.5758928571428572,0.55,0.5970149253731343
main + x1_sq + x2_sq + x1_x3,"x1_sq, x2_sq, x1_x3",3,16,0.6687280284928793,0.6127232142857143,0.55,0.5970149253731343
main + x1_sq + x2_sq + x2_x3,"x1_sq, x2_sq, x2_x3",3,16,0.5066635178033043,0.8270089285714286,0.7,0.7
main + x1_sq + x3_sq + x1_x2,"x1_sq, x3_sq, x1_x2",3,16,0.6761794975350575,0.6060267857142857,0.5833333333333334,0.6268656716417911
main + x1_sq + x3_sq + x1_x3,"x1_sq, x3_sq, x1_x3",3,16,0.6573670807387265,0.6361607142857143,0.5833333333333334,0.6268656716417911
main + x1_sq + x3_sq + x2_x3,"x1_sq, x3_sq, x2_x3",3,16,0.4938138659542551,0.8392857142857143,0.7166666666666667,0.7213114754098361
main + x1_sq + x1_x2 + x1_x3,"x1_sq, x1_x2, x1_x3",3,16,0.6741651617902772,0.6238839285714286,0.5666666666666667,0.6060606060606061
main + x1_sq + x1_x2 + x2_x3,"x1_sq, x1_x2, x2_x3",3,16,0.5091375458208555,0.8225446428571428,0.7166666666666667,0.7213114754098361
main + x1_sq + x1_x3 + x2_x3,"x1_sq, x1_x3, x2_x3",3,16,0.50163656830609,0.8381696428571428,0.7166666666666667,0.7213114754098361
main + x2_sq + x3_sq + x1_x2,"x2_sq, x3_sq, x1_x2",3,16,0.7002991442330019,0.5881696428571428,0.5166666666666667,0.5396825396825397
main + x2_sq + x3_sq + x1_x3,"x2_sq, x3_sq, x1_x3",3,16,0.6802759737857209,0.6294642857142856,0.5166666666666667,0.5396825396825397
main + x2_sq + x3_sq + x2_x3,"x2_sq, x3_sq, x2_x3",3,16,0.5158774616695803,0.8169642857142857,0.7166666666666667,0.711864406779661
main + x2_sq + x1_x2 + x1_x3,"x2_sq, x1_x2, x1_x3",3,16,0.6986741535196166,0.6127232142857143,0.5333333333333333,0.5483870967741935
main + x2_sq + x1_x2 + x2_x3,"x2_sq, x1_x2, x2_x3",3,16,0.5296485281984114,0.8080357142857142,0.7166666666666667,0.711864406779661
main + x2_sq + x1_x3 + x2_x3,"x2_sq, x1_x3, x2_x3",3,16,0.521995050335202,0.8102678571428572,0.7166666666666667,0.711864406779661
main + x3_sq + x1_x2 + x1_x3,"x3_sq, x1_x2, x1_x3",3,16,0.686626333946147,0.6216517857142857,0.5333333333333333,0.5483870967741935
main + x3_sq + x1_x2 + x2_x3,"x3_sq, x1_x2, x2_x3",3,16,0.5172763990563268,0.8214285714285714,0.7,0.7
main + x3_sq + x1_x3 + x2_x3,"x3_sq, x1_x3, x2_x3",3,16,0.5074097998602083,0.8337053571428572,0.7166666666666667,0.711864406779661
main + x1_x2 + x1_x3 + x2_x3,"x1_x2, x1_x3, x2_x3",3,16,0.523303864233512,0.8091517857142857,0.7,0.7
main + x1_sq + x2_sq + x3_sq + x1_x2,"x1_sq, x2_sq, x3_sq, x1_x2",4,16,0.6820730437137844,0.5904017857142857,0.55,0.5970149253731343
main + x1_sq + x2_sq + x3_sq + x1_x3,"x1_sq, x2_sq, x3_sq, x1_x3",4,16,0.662716320074252,0.625,0.55,0.5970149253731343
main + x1_sq + x2_sq + x3_sq + x2_x3,"x1_sq, x2_sq, x3_sq, x2_x3",4,16,0.49577954938991825,0.8404017857142858,0.7166666666666667,0.7213114754098361
main + x1_sq + x2_sq + x1_x2 + x1_x3,"x1_sq, x2_sq, x1_x2, x1_x3",4,16,0.6813495955144371,0.6138392857142857,0.55,0.5970149253731343
main + x1_sq + x2_sq + x1_x2 + x2_x3,"x1_sq, x2_sq, x1_x2, x2_x3",4,16,0.5104566836510923,0.8203125,0.7,0.7
main + x1_sq + x2_sq + x1_x3 + x2_x3,"x1_sq, x2_sq, x1_x3, x2_x3",4,16,0.502389591824801,0.8370535714285714,0.7,0.7
main + x1_sq + x3_sq + x1_x2 + x1_x3,"x1_sq, x3_sq, x1_x2, x1_x3",4,16,0.6688357925991836,0.6316964285714286,0.5833333333333334,0.6268656716417911
main + x1_sq + x3_sq + x1_x2 + x2_x3,"x1_sq, x3_sq, x1_x2, x2_x3",4,16,0.49749164534549517,0.8325892857142857,0.7166666666666667,0.7213114754098361
main + x1_sq + x3_sq + x1_x3 + x2_x3,"x1_sq, x3_sq, x1_x3, x2_x3",4,16,0.48833480711039384,0.84375,0.7166666666666667,0.7213114754098361
main + x1_sq + x1_x2 + x1_x3 + x2_x3,"x1_sq, x1_x2, x1_x3, x2_x3",4,16,0.5032466725014307,0.8359375,0.7166666666666667,0.7213114754098361
main + x2_sq + x3_sq + x1_x2 + x1_x3,"x2_sq, x3_sq, x1_x2, x1_x3",4,16,0.6921385339877093,0.6183035714285714,0.5333333333333333,0.5483870967741935
main + x2_sq + x3_sq + x1_x2 + x2_x3,"x2_sq, x3_sq, x1_x2, x2_x3",4,16,0.5192851443893799,0.8203125,0.7,0.7
main + x2_sq + x3_sq + x1_x3 + x2_x3,"x2_sq, x3_sq, x1_x3, x2_x3",4,16,0.5097878720998067,0.8325892857142858,0.7166666666666667,0.711864406779661
main + x2_sq + x1_x2 + x1_x3 + x2_x3,"x2_sq, x1_x2, x1_x3, x2_x3",4,16,0.5247099489234586,0.8125,0.7166666666666667,0.711864406779661
main + x3_sq + x1_x2 + x1_x3 + x2_x3,"x3_sq, x1_x2, x1_x3, x2_x3",4,16,0.5100282503370556,0.828125,0.7166666666666667,0.711864406779661
main + x1_sq + x2_sq + x3_sq + x1_x2 + x1_x3,"x1_sq, x2_sq, x3_sq, x1_x2, x1_x3",5,16,0.6754946120413119,0.6238839285714285,0.55,0.5970149253731343
main + x1_sq + x2_sq + x3_sq + x1_x2 + x2_x3,"x1_sq, x2_sq, x3_sq, x1_x2, x2_x3",5,16,0.49971835200025533,0.8325892857142857,0.7166666666666667,0.7213114754098361
main + x1_sq + x2_sq + x3_sq + x1_x3 + x2_x3,"x1_sq, x2_sq, x3_sq, x1_x3, x2_x3",5,16,0.49039531998601193,0.8493303571428572,0.7333333333333333,0.7333333333333333
main + x1_sq + x2_sq + x1_x2 + x1_x3 + x2_x3,"x1_sq, x2_sq, x1_x2, x1_x3, x2_x3",5,16,0.5047763889687459,0.8314732142857143,0.7,0.7
main + x1_sq + x3_sq + x1_x2 + x1_x3 + x2_x3,"x1_sq, x3_sq, x1_x2, x1_x3, x2_x3",5,16,0.48969684681969344,0.8459821428571428,0.7166666666666667,0.7213114754098361
main + x2_sq + x3_sq + x1_x2 + x1_x3 + x2_x3,"x2_sq, x3_sq, x1_x2, x1_x3, x2_x3",5,16,0.5121837430284945,0.8292410714285714,0.7166666666666667,0.711864406779661
main + x1_sq + x2_sq + x3_sq + x1_x2 + x1_x3 + x2_x3,"x1_sq, x2_sq, x3_sq, x1_x2, x1_x3, x2_x3",6,16,0.4923201685470489,0.8426339285714286,0.7166666666666667,0.7213114754098361
main effects only,none,0,17,0.6008752695749173,0.7477678571428572,0.65,0.5714285714285714
main + x1_sq,x1_sq,1,17,0.6135049115159686,0.7444196428571429,0.6833333333333333,0.6779661016949152
main + x2_sq,x2_sq,1,17,0.6003120859476151,0.7477678571428572,0.6333333333333333,0.56
main + x3_sq,x3_sq,1,17,0.604982730652922,0.7377232142857143,0.6833333333333333,0.6415094339622641
main + x1_x2,x1_x2,1,17,0.5990086196128919,0.7477678571428572,0.65,0.5714285714285714
main + x1_x3,x1_x3,1,17,0.5998257581397405,0.7633928571428572,0.65,0.5714285714285714
main + x2_x3,x2_x3,1,17,0.5338993414301857,0.7801339285714286,0.6666666666666666,0.6296296296296297
main + x1_sq + x2_sq,"x1_sq, x2_sq",2,17,0.612840451920844,0.7511160714285714,0.6833333333333333,0.6779661016949152
main + x1_sq + x3_sq,"x1_sq, x3_sq",2,17,0.6292289983767031,0.71875,0.6333333333333333,0.6333333333333333
main + x1_sq + x1_x2,"x1_sq, x1_x2",2,17,0.610406174150602,0.7488839285714286,0.6666666666666666,0.6666666666666666
main + x1_sq + x1_x3,"x1_sq, x1_x3",2,17,0.6392639635727495,0.7477678571428572,0.7,0.6896551724137931
main + x1_sq + x2_x3,"x1_sq, x2_x3",2,17,0.534061902868528,0.7845982142857143,0.6833333333333333,0.6666666666666666
main + x2_sq + x3_sq,"x2_sq, x3_sq",2,17,0.6046487073267856,0.7377232142857143,0.7,0.6538461538461539
main + x2_sq + x1_x2,"x2_sq, x1_x2",2,17,0.5986018248628222,0.7511160714285714,0.6666666666666666,0.6
main + x2_sq + x1_x3,"x2_sq, x1_x3",2,17,0.5992051524023748,0.7578125,0.6666666666666666,0.6
main + x2_sq + x2_x3,"x2_sq, x2_x3",2,17,0.5321266321792357,0.7857142857142857,0.6666666666666666,0.6296296296296297
main + x3_sq + x1_x2,"x3_sq, x1_x2",2,17,0.6035854006381979,0.7399553571428571,0.6833333333333333,0.6415094339622641
main + x3_sq + x1_x3,"x3_sq, x1_x3",2,17,0.6040584277007011,0.7488839285714285,0.7,0.6538461538461539
main + x3_sq + x2_x3,"x3_sq, x2_x3",2,17,0.5233047008184235,0.7946428571428571,0.6833333333333333,0.6415094339622641
main + x1_x2 + x1_x3,"x1_x2, x1_x3",2,17,0.5967385069399926,0.7578125,0.6833333333333333,0.6274509803921569
main + x1_x2 + x2_x3,"x1_x2, x2_x3",2,17,0.5295124046806757,0.7912946428571428,0.6666666666666666,0.6296296296296297
main + x1_x3 + x2_x3,"x1_x3, x2_x3",2,17,0.5298151928353803,0.7845982142857142,0.6666666666666666,0.6296296296296297
main + x1_sq + x2_sq + x3_sq,"x1_sq, x2_sq, x3_sq",3,17,0.6286876089577901,0.7176339285714286,0.6333333333333333,0.6333333333333333
main + x1_sq + x2_sq + x1_x2,"x1_sq, x2_sq, x1_x2",3,17,0.6097511503293178,0.7533482142857142,0.6833333333333333,0.6779661016949152
main + x1_sq + x2_sq + x1_x3,"x1_sq, x2_sq, x1_x3",3,17,0.6389169047936654,0.7511160714285714,0.6833333333333333,0.6666666666666666
main + x1_sq + x2_sq + x2_x3,"x1_sq, x2_sq, x2_x3",3,17,0.5307695736890319,0.7879464285714286,0.7,0.6785714285714286
main + x1_sq + x3_sq + x1_x2,"x1_sq, x3_sq, x1_x2",3,17,0.6270486828820687,0.71875,0.6333333333333333,0.6333333333333333
main + x1_sq + x3_sq + x1_x3,"x1_sq, x3_sq, x1_x3",3,17,0.6623399343650643,0.7444196428571428,0.7,0.6896551724137931
main + x1_sq + x3_sq + x2_x3,"x1_sq, x3_sq, x2_x3",3,17,0.5258170043212278,0.8046875,0.7166666666666667,0.7017543859649122
main + x1_sq + x1_x2 + x1_x3,"x1_sq, x1_x2, x1_x3",3,17,0.6341308423748984,0.7477678571428572,0.7,0.6785714285714286
main + x1_sq + x1_x2 + x2_x3,"x1_sq, x1_x2, x2_x3",3,17,0.5291718879774016,0.7879464285714285,0.6833333333333333,0.6666666666666666
main + x1_sq + x1_x3 + x2_x3,"x1_sq, x1_x3, x2_x3",3,17,0.5321061895581388,0.7924107142857143,0.6833333333333333,0.6666666666666666
main + x2_sq + x3_sq + x1_x2,"x2_sq, x3_sq, x1_x2",3,17,0.6033469019717683,0.7388392857142858,0.7,0.6538461538461539
main + x2_sq + x3_sq + x1_x3,"x2_sq, x3_sq, x1_x3",3,17,0.6036424987230203,0.7477678571428571,0.7,0.6538461538461539
main + x2_sq + x3_sq + x2_x3,"x2_sq, x3_sq, x2_x3",3,17,0.5226288207495401,0.796875,0.6833333333333333,0.6415094339622641
main + x2_sq + x1_x2 + x1_x3,"x2_sq, x1_x2, x1_x3",3,17,0.5962976529618704,0.7555803571428571,0.6666666666666666,0.6
main + x2_sq + x1_x2 + x2_x3,"x2_sq, x1_x2, x2_x3",3,17,0.5282143183192559,0.7946428571428572,0.6833333333333333,0.6545454545454545
main + x2_sq + x1_x3 + x2_x3,"x2_sq, x1_x3, x2_x3",3,17,0.5277431007228026,0.7857142857142857,0.6666666666666666,0.6296296296296297
main + x3_sq + x1_x2 + x1_x3,"x3_sq, x1_x2, x1_x3",3,17,0.6012770263597182,0.7455357142857143,0.7,0.6538461538461539
main + x3_sq + x1_x2 + x2_x3,"x3_sq, x1_x2, x2_x3",3,17,0.5197010183090699,0.7991071428571428,0.6833333333333333,0.6415094339622641
main + x3_sq + x1_x3 + x2_x3,"x3_sq, x1_x3, x2_x3",3,17,0.5174455244774833,0.8024553571428572,0.7,0.6538461538461539
main + x1_x2 + x1_x3 + x2_x3,"x1_x2, x1_x3, x2_x3",3,17,0.5246748515133967,0.7901785714285714,0.6666666666666666,0.6296296296296297
main + x1_sq + x2_sq + x3_sq + x1_x2,"x1_sq, x2_sq, x3_sq, x1_x2",4,17,0.6264984840092377,0.7176339285714286,0.6333333333333333,0.6333333333333333
main + x1_sq + x2_sq + x3_sq + x1_x3,"x1_sq, x2_sq, x3_sq, x1_x3",4,17,0.6618596533621943,0.7421875,0.7,0.6896551724137931
main + x1_sq + x2_sq + x3_sq + x2_x3,"x1_sq, x2_sq, x3_sq, x2_x3",4,17,0.5238131302278656,0.8046875,0.7333333333333333,0.7142857142857143
main + x1_sq + x2_sq + x1_x2 + x1_x3,"x1_sq, x2_sq, x1_x2, x1_x3",4,17,0.6338212114346125,0.7511160714285714,0.6666666666666666,0.6428571428571429
main + x1_sq + x2_sq + x1_x2 + x2_x3,"x1_sq, x2_sq, x1_x2, x2_x3",4,17,0.5266486484641688,0.7935267857142857,0.7,0.6785714285714286
main + x1_sq + x2_sq + x1_x3 + x2_x3,"x1_sq, x2_sq, x1_x3, x2_x3",4,17,0.5286526023887675,0.7912946428571428,0.7,0.6666666666666666
main + x1_sq + x3_sq + x1_x2 + x1_x3,"x1_sq, x3_sq, x1_x2, x1_x3",4,17,0.6588151697448807,0.7433035714285714,0.7,0.6896551724137931
main + x1_sq + x3_sq + x1_x2 + x2_x3,"x1_sq, x3_sq, x1_x2, x2_x3",4,17,0.5216402952979731,0.8091517857142857,0.7333333333333333,0.7142857142857143
main + x1_sq + x3_sq + x1_x3 + x2_x3,"x1_sq, x3_sq, x1_x3, x2_x3",4,17,0.5243034806492445,0.8169642857142857,0.75,0.7272727272727273
main + x1_sq + x1_x2 + x1_x3 + x2_x3,"x1_sq, x1_x2, x1_x3, x2_x3",4,17,0.5253711873349529,0.7935267857142857,0.7,0.6785714285714286
main + x2_sq + x3_sq + x1_x2 + x1_x3,"x2_sq, x3_sq, x1_x2, x1_x3",4,17,0.6009863051135347,0.7433035714285714,0.7,0.6538461538461539
main + x2_sq + x3_sq + x1_x2 + x2_x3,"x2_sq, x3_sq, x1_x2, x2_x3",4,17,0.5192548056950548,0.7991071428571429,0.7,0.6666666666666666
main + x2_sq + x3_sq + x1_x3 + x2_x3,"x2_sq, x3_sq, x1_x3, x2_x3",4,17,0.5166653917819616,0.8046875,0.7,0.6538461538461539
main + x2_sq + x1_x2 + x1_x3 + x2_x3,"x2_sq, x1_x2, x1_x3, x2_x3",4,17,0.5232332227193283,0.7901785714285714,0.6666666666666666,0.6296296296296297
main + x3_sq + x1_x2 + x1_x3 + x2_x3,"x3_sq, x1_x2, x1_x3, x2_x3",4,17,0.5127376270847387,0.8102678571428572,0.7166666666666667,0.6792452830188679
main + x1_sq + x2_sq + x3_sq + x1_x2 + x1_x3,"x1_sq, x2_sq, x3_sq, x1_x2, x1_x3",5,17,0.658371785083096,0.7377232142857142,0.7,0.6896551724137931
main + x1_sq + x2_sq + x3_sq + x1_x2 + x2_x3,"x1_sq, x2_sq, x3_sq, x1_x2, x2_x3",5,17,0.5201263886737588,0.8102678571428572,0.7333333333333333,0.7142857142857143
main + x1_sq + x2_sq + x3_sq + x1_x3 + x2_x3,"x1_sq, x2_sq, x3_sq, x1_x3, x2_x3",5,17,0.5222368611993259,0.8147321428571428,0.7333333333333333,0.7037037037037037
main + x1_sq + x2_sq + x1_x2 + x1_x3 + x2_x3,"x1_sq, x2_sq, x1_x2, x1_x3, x2_x3",5,17,0.5230062681519849,0.7979910714285714,0.7,0.6666666666666666
main + x1_sq + x3_sq + x1_x2 + x1_x3 + x2_x3,"x1_sq, x3_sq, x1_x2, x1_x3, x2_x3",5,17,0.5174545891078599,0.8180803571428572,0.7333333333333333,0.7037037037037037
main + x2_sq + x3_sq + x1_x2 + x1_x3 + x2_x3,"x2_sq, x3_sq, x1_x2, x1_x3, x2_x3",5,17,0.5123033982836412,0.8125,0.6833333333333333,0.6274509803921569
main + x1_sq + x2_sq + x3_sq + x1_x2 + x1_x3 + x2_x3,"x1_sq, x2_sq, x3_sq, x1_x2, x1_x3, x2_x3",6,17,0.5161961376761492,0.8191964285714286,0.7333333333333333,0.7037037037037037
main effects only,none,0,18,0.6238382700544868,0.7008928571428571,0.6333333333333333,0.6206896551724138
main + x1_sq,x1_sq,1,18,0.6328525649640668,0.6640625,0.6833333333333333,0.6885245901639344
main + x2_sq,x2_sq,1,18,0.6240195130647853,0.7020089285714286,0.6333333333333333,0.6206896551724138
main + x3_sq,x3_sq,1,18,0.6230145297826478,0.703125,0.6333333333333333,0.6206896551724138
main + x1_x2,x1_x2,1,18,0.6305441864683756,0.6886160714285714,0.6333333333333333,0.6206896551724138
main + x1_x3,x1_x3,1,18,0.6175483429571306,0.7008928571428571,0.6333333333333333,0.6206896551724138
main + x2_x3,x2_x3,1,18,0.5094024941063799,0.8381696428571428,0.75,0.7272727272727273
main + x1_sq + x2_sq,"x1_sq, x2_sq",2,18,0.6333790796996757,0.6662946428571429,0.6833333333333333,0.6885245901639344
main + x1_sq + x3_sq,"x1_sq, x3_sq",2,18,0.6325600394230553,0.6640625,0.6833333333333333,0.6885245901639344
main + x1_sq + x1_x2,"x1_sq, x1_x2",2,18,0.6373761020259242,0.6595982142857142,0.6833333333333333,0.6885245901639344
main + x1_sq + x1_x3,"x1_sq, x1_x3",2,18,0.6248159539600002,0.6696428571428572,0.6666666666666666,0.6666666666666666
main + x1_sq + x2_x3,"x1_sq, x2_x3",2,18,0.504416596683345,0.8448660714285715,0.8,0.7857142857142857
main + x2_sq + x3_sq,"x2_sq, x3_sq",2,18,0.6241328908637905,0.7020089285714286,0.6333333333333333,0.6206896551724138
main + x2_sq + x1_x2,"x2_sq, x1_x2",2,18,0.6303773033793301,0.6919642857142857,0.6333333333333333,0.6206896551724138
main + x2_sq + x1_x3,"x2_sq, x1_x3",2,18,0.6175582270772123,0.6997767857142857,0.6333333333333333,0.6206896551724138
main + x2_sq + x2_x3,"x2_sq, x2_x3",2,18,0.5077878137154147,0.8359375,0.7666666666666667,0.75
main + x3_sq + x1_x2,"x3_sq, x1_x2",2,18,0.6317584164042547,0.6875,0.6333333333333333,0.6206896551724138
main + x3_sq + x1_x3,"x3_sq, x1_x3",2,18,0.6094704993219467,0.7087053571428572,0.6333333333333333,0.6206896551724138
main + x3_sq + x2_x3,"x3_sq, x2_x3",2,18,0.5183638614979628,0.8314732142857143,0.75,0.7368421052631579
main + x1_x2 + x1_x3,"x1_x2, x1_x3",2,18,0.6256530238836268,0.6897321428571429,0.6333333333333333,0.6206896551724138
main + x1_x2 + x2_x3,"x1_x2, x2_x3",2,18,0.5298957512074904,0.8292410714285714,0.75,0.7169811320754716
main + x1_x3 + x2_x3,"x1_x3, x2_x3",2,18,0.5054641749618001,0.8426339285714286,0.7666666666666667,0.7307692307692307
main + x1_sq + x2_sq + x3_sq,"x1_sq, x2_sq, x3_sq",3,18,0.6343792325717279,0.6651785714285714,0.6833333333333333,0.6885245901639344
main + x1_sq + x2_sq + x1_x2,"x1_sq, x2_sq, x1_x2",3,18,0.6376573028239122,0.6629464285714286,0.6833333333333333,0.6885245901639344
main + x1_sq + x2_sq + x1_x3,"x1_sq, x2_sq, x1_x3",3,18,0.6251029262887535,0.6696428571428572,0.6833333333333333,0.6885245901639344
main + x1_sq + x2_sq + x2_x3,"x1_sq, x2_sq, x2_x3",3,18,0.5014855895603215,0.8459821428571429,0.8,0.7857142857142857
main + x1_sq + x3_sq + x1_x2,"x1_sq, x3_sq, x1_x2",3,18,0.6382024149033342,0.6595982142857142,0.6833333333333333,0.6885245901639344
main + x1_sq + x3_sq + x1_x3,"x1_sq, x3_sq, x1_x3",3,18,0.6185604721904732,0.6763392857142857,0.6666666666666666,0.6666666666666666
main + x1_sq + x3_sq + x2_x3,"x1_sq, x3_sq, x2_x3",3,18,0.5157634736891619,0.8337053571428572,0.8,0.7931034482758621
main + x1_sq + x1_x2 + x1_x3,"x1_sq, x1_x2, x1_x3",3,18,0.6291572231599936,0.6852678571428571,0.6666666666666666,0.6666666666666666
main + x1_sq + x1_x2 + x2_x3,"x1_sq, x1_x2, x2_x3",3,18,0.5201128385430919,0.8392857142857143,0.8,0.7857142857142857
main + x1_sq + x1_x3 + x2_x3,"x1_sq, x1_x3, x2_x3",3,18,0.500164565822394,0.8470982142857144,0.8,0.7857142857142857
main + x2_sq + x3_sq + x1_x2,"x2_sq, x3_sq, x1_x2",3,18,0.6322648496472012,0.6919642857142858,0.6333333333333333,0.6206896551724138
