model,optional_terms,n_optional_terms,fold,log_loss,auc,accuracy,f1
main + x2_sq + x2_x3,"x2_sq, x2_x3",2,13,0.5258153584933362,0.8225446428571429,0.7666666666666667,0.7307692307692307
main + x3_sq + x1_x2,"x3_sq, x1_x2",2,13,0.6139420027665348,0.7455357142857142,0.7166666666666667,0.6909090909090909
main + x3_sq + x1_x3,"x3_sq, x1_x3",2,13,0.6037674215083588,0.7555803571428572,0.7,0.6666666666666666
main + x3_sq + x2_x3,"x3_sq, x2_x3",2,13,0.5660183126459264,0.7924107142857142,0.7,0.6538461538461539
main + x1_x2 + x1_x3,"x1_x2, x1_x3",2,13,0.5900939868795619,0.7734375,0.7,0.6785714285714286
main + x1_x2 + x2_x3,"x1_x2, x2_x3",2,13,0.5255707405951955,0.8281249999999999,0.7833333333333333,0.7450980392156863
main + x1_x3 + x2_x3,"x1_x3, x2_x3",2,13,0.5257603127568565,0.8348214285714286,0.7666666666666667,0.7307692307692307
main + x1_sq + x2_sq + x3_sq,"x1_sq, x2_sq, x3_sq",3,13,0.6059959183683901,0.7566964285714286,0.6833333333333333,0.6984126984126984
main + x1_sq + x2_sq + x1_x2,"x1_sq, x2_sq, x1_x2",3,13,0.590375162232241,0.7578125,0.7333333333333333,0.7333333333333333
main + x1_sq + x2_sq + x1_x3,"x1_sq, x2_sq, x1_x3",3,13,0.5837629266272276,0.7712053571428572,0.75,0.7457627118644068
main + x1_sq + x2_sq + x2_x3,"x1_sq, x2_sq, x2_x3",3,13,0.5159054432622223,0.8247767857142857,0.7666666666666667,0.7407407407407407
main + x1_sq + x3_sq + x1_x2,"x1_sq, x3_sq, x1_x2",3,13,0.6050972256293068,0.7611607142857143,0.6833333333333333,0.6984126984126984
main + x1_sq + x3_sq + x1_x3,"x1_sq, x3_sq, x1_x3",3,13,0.5960179116234628,0.7678571428571428,0.7166666666666667,0.7301587301587301
main + x1_sq + x3_sq + x2_x3,"x1_sq, x3_sq, x2_x3",3,13,0.5587103337740118,0.7946428571428572,0.7166666666666667,0.7017543859649122
main + x1_sq + x1_x2 + x1_x3,"x1_sq, x1_x2, x1_x3",3,13,0.5812665097638517,0.78125,0.75,0.7457627118644068
main + x1_sq + x1_x2 + x2_x3,"x1_sq, x1_x2, x2_x3",3,13,0.5168893192210176,0.8303571428571428,0.7666666666666667,0.7407407407407407
main + x1_sq + x1_x3 + x2_x3,"x1_sq, x1_x3, x2_x3",3,13,0.5156951859465232,0.828125,0.7833333333333333,0.7547169811320755
main + x2_sq + x3_sq + x1_x2,"x2_sq, x3_sq, x1_x2",3,13,0.6141711799358164,0.7444196428571428,0.7166666666666667,0.6909090909090909
main + x2_sq + x3_sq + x1_x3,"x2_sq, x3_sq, x1_x3",3,13,0.6040381360998448,0.7533482142857143,0.7166666666666667,0.6909090909090909
main + x2_sq + x3_sq + x2_x3,"x2_sq, x3_sq, x2_x3",3,13,0.5652452736287301,0.7912946428571429,0.7,0.6538461538461539
main + x2_sq + x1_x2 + x1_x3,"x2_sq, x1_x2, x1_x3",3,13,0.589798358284819,0.7723214285714285,0.7,0.6785714285714286
main + x2_sq + x1_x2 + x2_x3,"x2_sq, x1_x2, x2_x3",3,13,0.5247614146908484,0.828125,0.7833333333333333,0.7450980392156863
main + x2_sq + x1_x3 + x2_x3,"x2_sq, x1_x3, x2_x3",3,13,0.524431439106865,0.8270089285714285,0.7666666666666667,0.7307692307692307
main + x3_sq + x1_x2 + x1_x3,"x3_sq, x1_x2, x1_x3",3,13,0.6015851186254586,0.7578125,0.7333333333333333,0.7142857142857143
main + x3_sq + x1_x2 + x2_x3,"x3_sq, x1_x2, x2_x3",3,13,0.5640497331556382,0.7935267857142857,0.7166666666666667,0.6666666666666666
main + x3_sq + x1_x3 + x2_x3,"x3_sq, x1_x3, x2_x3",3,13,0.5620931139221786,0.8046875,0.7333333333333333,0.6923076923076923
main + x1_x2 + x1_x3 + x2_x3,"x1_x2, x1_x3, x2_x3",3,13,0.5245375158708645,0.8314732142857143,0.7833333333333333,0.7450980392156863
main + x1_sq + x2_sq + x3_sq + x1_x2,"x1_sq, x2_sq, x3_sq, x1_x2",4,13,0.6046713954775952,0.7611607142857142,0.7,0.7096774193548387
main + x1_sq + x2_sq + x3_sq + x1_x3,"x1_sq, x2_sq, x3_sq, x1_x3",4,13,0.595615996622681,0.7712053571428572,0.7166666666666667,0.7301587301587301
main + x1_sq + x2_sq + x3_sq + x2_x3,"x1_sq, x2_sq, x3_sq, x2_x3",4,13,0.5570936795506015,0.7946428571428572,0.7166666666666667,0.6909090909090909
main + x1_sq + x2_sq + x1_x2 + x1_x3,"x1_sq, x2_sq, x1_x2, x1_x3",4,13,0.5803869493713871,0.7790178571428572,0.75,0.7457627118644068
main + x1_sq + x2_sq + x1_x2 + x2_x3,"x1_sq, x2_sq, x1_x2, x2_x3",4,13,0.5156080700541954,0.8292410714285714,0.7833333333333333,0.7547169811320755
main + x1_sq + x2_sq + x1_x3 + x2_x3,"x1_sq, x2_sq, x1_x3, x2_x3",4,13,0.5140146310230967,0.828125,0.7666666666666667,0.7407407407407407
main + x1_sq + x3_sq + x1_x2 + x1_x3,"x1_sq, x3_sq, x1_x2, x1_x3",4,13,0.5933099077137061,0.7734375,0.7,0.7096774193548387
main + x1_sq + x3_sq + x1_x2 + x2_x3,"x1_sq, x3_sq, x1_x2, x2_x3",4,13,0.5580575473599515,0.796875,0.7166666666666667,0.7017543859649122
main + x1_sq + x3_sq + x1_x3 + x2_x3,"x1_sq, x3_sq, x1_x3, x2_x3",4,13,0.5538252457562051,0.8046875,0.7166666666666667,0.7017543859649122
main + x1_sq + x1_x2 + x1_x3 + x2_x3,"x1_sq, x1_x2, x1_x3, x2_x3",4,13,0.5153397981300805,0.8381696428571429,0.7833333333333333,0.7547169811320755
main + x2_sq + x3_sq + x1_x2 + x1_x3,"x2_sq, x3_sq, x1_x2, x1_x3",4,13,0.6021171641686925,0.7566964285714286,0.7166666666666667,0.6909090909090909
main + x2_sq + x3_sq + x1_x2 + x2_x3,"x2_sq, x3_sq, x1_x2, x2_x3",4,13,0.5635322417645412,0.7935267857142857,0.7166666666666667,0.6666666666666666
main + x2_sq + x3_sq + x1_x3 + x2_x3,"x2_sq, x3_sq, x1_x3, x2_x3",4,13,0.5611736463237013,0.8069196428571428,0.7166666666666667,0.6792452830188679
main + x2_sq + x1_x2 + x1_x3 + x2_x3,"x2_sq, x1_x2, x1_x3, x2_x3",4,13,0.5233997843121723,0.8303571428571429,0.7833333333333333,0.7450980392156863
main + x3_sq + x1_x2 + x1_x3 + x2_x3,"x3_sq, x1_x2, x1_x3, x2_x3",4,13,0.5600332128453124,0.8091517857142858,0.7333333333333333,0.6923076923076923
main + x1_sq + x2_sq + x3_sq + x1_x2 + x1_x3,"x1_sq, x2_sq, x3_sq, x1_x2, x1_x3",5,13,0.5930429571039384,0.7734375,0.7,0.7096774193548387
main + x1_sq + x2_sq + x3_sq + x1_x2 + x2_x3,"x1_sq, x2_sq, x3_sq, x1_x2, x2_x3",5,13,0.5565954806368701,0.7924107142857143,0.7333333333333333,0.7142857142857143
main + x1_sq + x2_sq + x3_sq + x1_x3 + x2_x3,"x1_sq, x2_sq, x3_sq, x1_x3, x2_x3",5,13,0.5520622944054339,0.8046875,0.7333333333333333,0.7142857142857143
main + x1_sq + x2_sq + x1_x2 + x1_x3 + x2_x3,"x1_sq, x2_sq, x1_x2, x1_x3, x2_x3",5,13,0.5136605627682967,0.8348214285714286,0.7833333333333333,0.7547169811320755
main + x1_sq + x3_sq + x1_x2 + x1_x3 + x2_x3,"x1_sq, x3_sq, x1_x2, x1_x3, x2_x3",5,13,0.552444196924347,0.8147321428571429,0.75,0.7272727272727273
main + x2_sq + x3_sq + x1_x2 + x1_x3 + x2_x3,"x2_sq, x3_sq, x1_x2, x1_x3, x2_x3",5,13,0.5595331459471528,0.8113839285714286,0.7333333333333333,0.6923076923076923
main + x1_sq + x2_sq + x3_sq + x1_x2 + x1_x3 + x2_x3,"x1_sq, x2_sq, x3_sq, x1_x2, x1_x3, x2_x3",6,13,0.5510854311316568,0.8125,0.75,0.7272727272727273
main effects only,none,0,14,0.5433840257630194,0.8609566184649611,0.7833333333333333,0.7636363636363637
main + x1_sq,x1_sq,1,14,0.5354829111887696,0.8520578420467185,0.8333333333333334,0.8333333333333334
main + x2_sq,x2_sq,1,14,0.5547077791982631,0.8553948832035595,0.7833333333333333,0.7547169811320755
main + x3_sq,x3_sq,1,14,0.537867944795561,0.864293659621802,0.7666666666666667,0.75
main + x1_x2,x1_x2,1,14,0.5495043666268729,0.8542825361512792,0.7833333333333333,0.7636363636363637
main + x1_x3,x1_x3,1,14,0.5312983554431766,0.8709677419354839,0.7833333333333333,0.7636363636363637
main + x2_x3,x2_x3,1,14,0.44161296814549533,0.8987764182424917,0.8333333333333334,0.8275862068965517
main + x1_sq + x2_sq,"x1_sq, x2_sq",2,14,0.5476337119843523,0.8442714126807565,0.8166666666666667,0.8135593220338984
main + x1_sq + x3_sq,"x1_sq, x3_sq",2,14,0.529876159952986,0.8531701890989989,0.8333333333333334,0.8333333333333334
main + x1_sq + x1_x2,"x1_sq, x1_x2",2,14,0.5424615999632325,0.8553948832035594,0.8166666666666667,0.819672131147541
main + x1_sq + x1_x3,"x1_sq, x1_x3",2,14,0.5249694449795287,0.8598442714126807,0.8,0.7931034482758621
main + x1_sq + x2_x3,"x1_sq, x2_x3",2,14,0.43537241867586923,0.9110122358175751,0.8666666666666667,0.8571428571428571
main + x2_sq + x3_sq,"x2_sq, x3_sq",2,14,0.5495766099373308,0.8620689655172414,0.7666666666666667,0.7407407407407407
main + x2_sq + x1_x2,"x2_sq, x1_x2",2,14,0.563243289763427,0.8509454949944383,0.7833333333333333,0.7547169811320755
main + x2_sq + x1_x3,"x2_sq, x1_x3",2,14,0.5425998883773808,0.8687430478309233,0.7833333333333333,0.7547169811320755
main + x2_sq + x2_x3,"x2_sq, x2_x3",2,14,0.4471397747298039,0.8887652947719689,0.8,0.7931034482758621
main + x3_sq + x1_x2,"x3_sq, x1_x2",2,14,0.544799380701339,0.8542825361512792,0.7666666666666667,0.75
main + x3_sq + x1_x3,"x3_sq, x1_x3",2,14,0.5225171117810151,0.8776418242491658,0.8,0.7857142857142857
main + x3_sq + x2_x3,"x3_sq, x2_x3",2,14,0.4292030263803645,0.9054505005561735,0.85,0.8421052631578947
main + x1_x2 + x1_x3,"x1_x2, x1_x3",2,14,0.5366220956384863,0.8743047830923248,0.8,0.7777777777777778
main + x1_x2 + x2_x3,"x1_x2, x2_x3",2,14,0.4572038428238996,0.8876529477196885,0.85,0.8421052631578947
main + x1_x3 + x2_x3,"x1_x3, x2_x3",2,14,0.4371263881797748,0.8976640711902113,0.8833333333333333,0.8727272727272727
main + x1_sq + x2_sq + x3_sq,"x1_sq, x2_sq, x3_sq",3,14,0.5425313132128368,0.846496106785317,0.8166666666666667,0.8135593220338984
main + x1_sq + x2_sq + x1_x2,"x1_sq, x2_sq, x1_x2",3,14,0.5579285826431318,0.8420467185761957,0.8166666666666667,0.8135593220338984
main + x1_sq + x2_sq + x1_x3,"x1_sq, x2_sq, x1_x3",3,14,0.5370497194261644,0.8531701890989989,0.8166666666666667,0.8135593220338984
main + x1_sq + x2_sq + x2_x3,"x1_sq, x2_sq, x2_x3",3,14,0.4413039777239251,0.8998887652947719,0.8666666666666667,0.8571428571428571
main + x1_sq + x3_sq + x1_x2,"x1_sq, x3_sq, x1_x2",3,14,0.5373898784397522,0.8598442714126808,0.8166666666666667,0.819672131147541
main + x1_sq + x3_sq + x1_x3,"x1_sq, x3_sq, x1_x3",3,14,0.5166738407863317,0.8687430478309233,0.8166666666666667,0.8135593220338984
main + x1_sq + x3_sq + x2_x3,"x1_sq, x3_sq, x2_x3",3,14,0.4219776921095966,0.9199110122358176,0.8666666666666667,0.8620689655172413
