cv_seed,fold,model,log_loss,brier_score,roc_auc,mean_probability,observed_prevalence,inner_selected_log_loss,selected_parameters
0,5,spline_degree2_l2,0.4013509090473782,0.12036037046636722,0.651,0.1594679357689851,0.16666666666666666,0.357834637486657,"{""logistic__C"": 0.03162277660168379}"
0,5,spline_degree3_l2,0.41626615392547583,0.12392457705348674,0.6210000000000001,0.16288561743271104,0.16666666666666666,0.3542952219143479,"{""logistic__C"": 0.03162277660168379}"
42,1,raw_l2,0.3959944138302175,0.12362798410041866,0.681917211328976,0.1970846269087149,0.15,0.3634732579919028,"{""logistic__C"": 0.31622776601683794}"
42,1,domain_log_l2,0.4064660968404366,0.1236712943993798,0.6122004357298475,0.18873009370582566,0.15,0.3651647907370046,"{""logistic__C"": 0.1}"
42,1,raw_l1,0.4039924054133065,0.12764482270782626,0.681917211328976,0.20597690858995063,0.15,0.37056848010919347,"{""logistic__C"": 1.0}"
42,1,ordinal_onehot_l2,0.39677476708833787,0.1342174736483392,0.7625272331154684,0.19021947561121147,0.15,0.378921243488867,"{""logistic__C"": 3.1622776601683795}"
42,1,quadratic_l2,0.3996090772052038,0.12611706129305586,0.6666666666666667,0.19433872320738194,0.15,0.3607081425509513,"{""logistic__C"": 0.1}"
42,1,spline_degree2_l2,0.37383106358496304,0.11483176329836013,0.7145969498910675,0.17531403891556796,0.15,0.363804741395231,"{""logistic__C"": 0.03162277660168379}"
42,1,spline_degree3_l2,0.3848533408339009,0.12122993796307327,0.6993464052287581,0.18445704081472591,0.15,0.3583446089890855,"{""logistic__C"": 0.1}"
42,2,raw_l2,0.3826586626122854,0.11734235934001497,0.7058823529411764,0.15270257987140895,0.15,0.3651457108994735,"{""logistic__C"": 0.1}"
42,2,domain_log_l2,0.38135019012307736,0.11780939617895161,0.7429193899782135,0.15029157192045903,0.15,0.37260170588496944,"{""logistic__C"": 0.1}"
42,2,raw_l1,0.3864491280418164,0.11714364226506208,0.7015250544662309,0.15808330605983054,0.15,0.3710457119698488,"{""logistic__C"": 1.0}"
42,2,ordinal_onehot_l2,0.40424125654504667,0.12260534437383286,0.6928104575163399,0.16024399920675825,0.15,0.3803149547318543,"{""logistic__C"": 1.0}"
42,2,quadratic_l2,0.3976125475936749,0.12320301888342462,0.6753812636165577,0.16341671831269483,0.15,0.3631241632328391,"{""logistic__C"": 0.1}"
42,2,spline_degree2_l2,0.3802006192990695,0.1148888985077454,0.6928104575163399,0.14991442305793998,0.15,0.3647078232600356,"{""logistic__C"": 0.03162277660168379}"
42,2,spline_degree3_l2,0.3885300346237609,0.11700913319749555,0.6971677559912854,0.15278734828431817,0.15,0.35927469033927484,"{""logistic__C"": 0.1}"
42,3,raw_l2,0.28874201692711277,0.08153595363355491,0.8747276688453158,0.1666629543934703,0.15,0.39302450694786967,"{""logistic__C"": 0.1}"
42,3,domain_log_l2,0.3042239894389802,0.08647859792633009,0.9008714596949892,0.16538080468572183,0.15,0.4013504021590747,"{""logistic__C"": 0.03162277660168379}"
42,3,raw_l1,0.3069717768487513,0.08538671937276456,0.8289760348583878,0.17984489323608896,0.15,0.4013907188234677,"{""logistic__C"": 0.31622776601683794}"
42,3,ordinal_onehot_l2,0.33758189038091835,0.10082646688024317,0.8877995642701525,0.15807377227385855,0.15,0.41144729693903137,"{""logistic__C"": 0.1}"
42,3,quadratic_l2,0.29862175170811067,0.08594727988793632,0.8747276688453159,0.15649380194996773,0.15,0.3915996913007441,"{""logistic__C"": 0.01}"
42,3,spline_degree2_l2,0.2827943627930302,0.07881042384305105,0.8616557734204793,0.16820565735535004,0.15,0.3981013671053202,"{""logistic__C"": 0.03162277660168379}"
42,3,spline_degree3_l2,0.2816410944152298,0.07835722075636671,0.8616557734204793,0.16998894864358807,0.15,0.39443618889844195,"{""logistic__C"": 0.03162277660168379}"
42,4,raw_l2,0.37684744667028364,0.11983866074483072,0.8049999999999999,0.13484873218395477,0.16666666666666666,0.36670397905938606,"{""logistic__C"": 0.1}"
42,4,domain_log_l2,0.37675710758338987,0.11797668602360516,0.811,0.13301777426748287,0.16666666666666666,0.3658780014642179,"{""logistic__C"": 0.1}"
42,4,raw_l1,0.38849564236723955,0.12269817804315636,0.779,0.14713109327561213,0.16666666666666666,0.3718296136112126,"{""logistic__C"": 0.31622776601683794}"
42,4,ordinal_onehot_l2,0.4416756693603178,0.13761666490182817,0.6689999999999999,0.14151046036907985,0.16666666666666666,0.37445467133840304,"{""logistic__C"": 1.0}"
42,4,quadratic_l2,0.37405383195218234,0.11801029616939207,0.799,0.13762609899282482,0.16666666666666666,0.363544157468417,"{""logistic__C"": 0.03162277660168379}"
42,4,spline_degree2_l2,0.3982959594800393,0.12047526524291848,0.761,0.13831053623925724,0.16666666666666666,0.3566199625208998,"{""logistic__C"": 0.1}"
