model,family,fold,degree,penalty,C,log_loss,auc,accuracy,f1
ridge_poly5_C10,sklearn_regularized,20,5,l2,10,0.9168580890645265,0.6751946607341491,0.6666666666666666,0.6551724137931034
ridge_poly5_C30,sklearn_regularized,20,5,l2,30,1.142063595065756,0.6362625139043382,0.6333333333333333,0.6206896551724138
ridge_poly5_C100,sklearn_regularized,20,5,l2,100,1.724425163070333,0.6173526140155728,0.6333333333333333,0.6206896551724138
ridge_poly6_C0.01,sklearn_regularized,20,6,l2,0.01,0.6198015584986114,0.6985539488320356,0.65,0.6181818181818182
ridge_poly6_C0.03,sklearn_regularized,20,6,l2,0.03,0.6479270388280335,0.675194660734149,0.5833333333333334,0.5614035087719298
ridge_poly6_C0.1,sklearn_regularized,20,6,l2,0.1,0.7430975035150778,0.649610678531702,0.5833333333333334,0.5614035087719298
ridge_poly6_C0.3,sklearn_regularized,20,6,l2,0.3,0.8401935954956692,0.6529477196885428,0.6166666666666667,0.5818181818181818
ridge_poly6_C1,sklearn_regularized,20,6,l2,1,0.8854429601771162,0.6674082313681868,0.65,0.631578947368421
ridge_poly6_C3,sklearn_regularized,20,6,l2,3,0.9601268782498031,0.6662958843159066,0.6333333333333333,0.6333333333333333
ridge_poly6_C10,sklearn_regularized,20,6,l2,10,1.1434673018608452,0.6507230255839822,0.6333333333333333,0.6451612903225806
ridge_poly6_C30,sklearn_regularized,20,6,l2,30,1.5060031212027576,0.6551724137931034,0.6333333333333333,0.6333333333333333
ridge_poly6_C100,sklearn_regularized,20,6,l2,100,2.00180231830647,0.6501668520578421,0.6,0.6129032258064516
lasso_poly2_C0.01,sklearn_regularized,20,2,l1,0.01,0.6931471805599454,0.5,0.48333333333333334,0.651685393258427
lasso_poly2_C0.03,sklearn_regularized,20,2,l1,0.03,0.6528576112197703,0.6885428253615128,0.65,0.631578947368421
lasso_poly2_C0.1,sklearn_regularized,20,2,l1,0.1,0.6285047414164813,0.6941045606229144,0.6333333333333333,0.6071428571428571
lasso_poly2_C0.3,sklearn_regularized,20,2,l1,0.3,0.6600937673999959,0.7063403781979978,0.6333333333333333,0.6333333333333333
lasso_poly2_C1,sklearn_regularized,20,2,l1,1,0.6901571558026522,0.7085650723025583,0.6166666666666667,0.6101694915254238
lasso_poly2_C3,sklearn_regularized,20,2,l1,3,0.706394159542118,0.710789766407119,0.6166666666666667,0.6101694915254238
lasso_poly2_C10,sklearn_regularized,20,2,l1,10,0.7133394718643483,0.710789766407119,0.6166666666666667,0.6101694915254238
lasso_poly2_C30,sklearn_regularized,20,2,l1,30,0.7154691115743558,0.710789766407119,0.6166666666666667,0.6101694915254238
lasso_poly2_C100,sklearn_regularized,20,2,l1,100,0.7162292217548489,0.710789766407119,0.6166666666666667,0.6101694915254238
lasso_poly3_C0.01,sklearn_regularized,20,3,l1,0.01,0.6931471805599454,0.5,0.48333333333333334,0.651685393258427
lasso_poly3_C0.03,sklearn_regularized,20,3,l1,0.03,0.6528562040338944,0.6885428253615128,0.65,0.631578947368421
lasso_poly3_C0.1,sklearn_regularized,20,3,l1,0.1,0.6283867064570519,0.6941045606229144,0.6333333333333333,0.6071428571428571
lasso_poly3_C0.3,sklearn_regularized,20,3,l1,0.3,0.6695236686660943,0.6963292547274751,0.6333333333333333,0.6206896551724138
lasso_poly3_C1,sklearn_regularized,20,3,l1,1,0.8172839739743457,0.6551724137931035,0.6,0.5862068965517241
lasso_poly3_C3,sklearn_regularized,20,3,l1,3,0.9048767664880618,0.6418242491657398,0.6166666666666667,0.5964912280701754
lasso_poly3_C10,sklearn_regularized,20,3,l1,10,0.9515832315436185,0.6373748609566183,0.6166666666666667,0.5964912280701754
lasso_poly3_C30,sklearn_regularized,20,3,l1,30,0.9661311986236865,0.6384872080088988,0.6166666666666667,0.5964912280701754
lasso_poly3_C100,sklearn_regularized,20,3,l1,100,0.9713575186005298,0.6384872080088988,0.6166666666666667,0.5964912280701754
lasso_poly4_C0.01,sklearn_regularized,20,4,l1,0.01,0.6931471805599454,0.5,0.48333333333333334,0.651685393258427
lasso_poly4_C0.03,sklearn_regularized,20,4,l1,0.03,0.652856632755994,0.6885428253615128,0.65,0.631578947368421
lasso_poly4_C0.1,sklearn_regularized,20,4,l1,0.1,0.6289398828520151,0.6852057842046718,0.6333333333333333,0.6071428571428571
lasso_poly4_C0.3,sklearn_regularized,20,4,l1,0.3,0.660412604752997,0.6929922135706341,0.6,0.5714285714285714
lasso_poly4_C1,sklearn_regularized,20,4,l1,1,0.8219637056906173,0.6629588431590656,0.6333333333333333,0.6071428571428571
lasso_poly4_C3,sklearn_regularized,20,4,l1,3,1.0793899825549034,0.6774193548387097,0.6666666666666666,0.6551724137931034
lasso_poly4_C10,sklearn_regularized,20,4,l1,10,1.3721756723746925,0.699666295884316,0.65,0.6557377049180327
lasso_poly4_C30,sklearn_regularized,20,4,l1,30,1.4193070090552478,0.6991101223581757,0.6666666666666666,0.6666666666666666
lasso_poly4_C100,sklearn_regularized,20,4,l1,100,1.4402146724857077,0.6913236929922135,0.6666666666666666,0.6666666666666666
lasso_poly5_C0.01,sklearn_regularized,20,5,l1,0.01,0.6931471805599454,0.5,0.48333333333333334,0.651685393258427
lasso_poly5_C0.03,sklearn_regularized,20,5,l1,0.03,0.6528556789396788,0.6885428253615128,0.65,0.631578947368421
lasso_poly5_C0.1,sklearn_regularized,20,5,l1,0.1,0.6289501027370026,0.6852057842046718,0.6333333333333333,0.6071428571428571
lasso_poly5_C0.3,sklearn_regularized,20,5,l1,0.3,0.6604617742639148,0.6929922135706341,0.6,0.5714285714285714
lasso_poly5_C1,sklearn_regularized,20,5,l1,1,0.811289656065734,0.6707452725250279,0.6166666666666667,0.5818181818181818
lasso_poly5_C3,sklearn_regularized,20,5,l1,3,1.0527505021654333,0.6273637374860956,0.6166666666666667,0.5964912280701754
lasso_poly5_C10,sklearn_regularized,20,5,l1,10,1.1017021037100378,0.6707452725250277,0.65,0.6440677966101694
lasso_poly5_C30,sklearn_regularized,20,5,l1,30,1.837607973944854,0.6134593993325919,0.6166666666666667,0.5964912280701754
lasso_poly5_C100,sklearn_regularized,20,5,l1,100,2.1150732291072094,0.6090100111234706,0.6,0.5862068965517241
lasso_poly6_C0.01,sklearn_regularized,20,6,l1,0.01,0.6931471805599454,0.5,0.48333333333333334,0.651685393258427
lasso_poly6_C0.03,sklearn_regularized,20,6,l1,0.03,0.6528556591808512,0.6885428253615128,0.65,0.631578947368421
lasso_poly6_C0.1,sklearn_regularized,20,6,l1,0.1,0.6289298709208723,0.6852057842046718,0.6333333333333333,0.6071428571428571
lasso_poly6_C0.3,sklearn_regularized,20,6,l1,0.3,0.6606527183677838,0.6918798665183536,0.5833333333333334,0.5614035087719298
lasso_poly6_C1,sklearn_regularized,20,6,l1,1,0.8372550148464515,0.6607341490545051,0.6166666666666667,0.5818181818181818
lasso_poly6_C3,sklearn_regularized,20,6,l1,3,1.2794185516652614,0.6440489432703004,0.6333333333333333,0.6333333333333333
lasso_poly6_C10,sklearn_regularized,20,6,l1,10,1.7008839390037025,0.6329254727474973,0.6166666666666667,0.6101694915254238
lasso_poly6_C30,sklearn_regularized,20,6,l1,30,2.322309798652202,0.6507230255839822,0.5666666666666667,0.5806451612903226
lasso_poly6_C100,sklearn_regularized,20,6,l1,100,3.6612719039183057,0.6535038932146829,0.6,0.6129032258064516
glm_current_simple,statsmodels_glm,21,,none,,0.5077387342252229,0.828125,0.7333333333333333,0.6923076923076923
glm_best_subset,statsmodels_glm,21,,none,,0.4980110427537558,0.8270089285714286,0.7166666666666667,0.6666666666666666
glm_full_degree2,statsmodels_glm,21,,none,,0.49207616502338075,0.8359375,0.7166666666666667,0.6666666666666666
ridge_poly1_C0.01,sklearn_regularized,21,1,l2,0.01,0.6392250595370018,0.7901785714285714,0.6666666666666666,0.5
ridge_poly1_C0.03,sklearn_regularized,21,1,l2,0.03,0.6093401761167941,0.7901785714285714,0.6666666666666666,0.5454545454545454
ridge_poly1_C0.1,sklearn_regularized,21,1,l2,0.1,0.5885879439342704,0.7901785714285714,0.6666666666666666,0.5652173913043478
ridge_poly1_C0.3,sklearn_regularized,21,1,l2,0.3,0.5805224550627773,0.7901785714285714,0.6666666666666666,0.5652173913043478
ridge_poly1_C1,sklearn_regularized,21,1,l2,1,0.5773798468977496,0.7912946428571428,0.6666666666666666,0.5652173913043478
ridge_poly1_C3,sklearn_regularized,21,1,l2,3,0.5764465000718162,0.7890625,0.6666666666666666,0.5652173913043478
ridge_poly1_C10,sklearn_regularized,21,1,l2,10,0.5761158486100275,0.7890625,0.6666666666666666,0.5652173913043478
ridge_poly1_C30,sklearn_regularized,21,1,l2,30,0.5760209891938979,0.7890625,0.6666666666666666,0.5652173913043478
ridge_poly1_C100,sklearn_regularized,21,1,l2,100,0.575987747390329,0.7890625,0.6666666666666666,0.5652173913043478
ridge_poly2_C0.01,sklearn_regularized,21,2,l2,0.01,0.5956502102634965,0.8448660714285714,0.7333333333333333,0.6666666666666666
ridge_poly2_C0.03,sklearn_regularized,21,2,l2,0.03,0.544186104508596,0.8426339285714286,0.7166666666666667,0.6666666666666666
ridge_poly2_C0.1,sklearn_regularized,21,2,l2,0.1,0.508546981130886,0.8404017857142857,0.7166666666666667,0.6666666666666666
ridge_poly2_C0.3,sklearn_regularized,21,2,l2,0.3,0.49572774116715124,0.8359375,0.7166666666666667,0.6666666666666666
ridge_poly2_C1,sklearn_regularized,21,2,l2,1,0.49246714593223756,0.8392857142857143,0.7166666666666667,0.6666666666666666
ridge_poly2_C3,sklearn_regularized,21,2,l2,3,0.49209011787254553,0.8359375,0.7166666666666667,0.6666666666666666
ridge_poly2_C10,sklearn_regularized,21,2,l2,10,0.4920756130520732,0.8359375,0.7166666666666667,0.6666666666666666
ridge_poly2_C30,sklearn_regularized,21,2,l2,30,0.492085702227242,0.8359375,0.7166666666666667,0.6666666666666666
ridge_poly2_C100,sklearn_regularized,21,2,l2,100,0.4920908617748971,0.8359375,0.7166666666666667,0.6666666666666666
ridge_poly3_C0.01,sklearn_regularized,21,3,l2,0.01,0.5831216190670135,0.8604910714285714,0.7666666666666667,0.7083333333333334
ridge_poly3_C0.03,sklearn_regularized,21,3,l2,0.03,0.5358158004798982,0.859375,0.7666666666666667,0.72
ridge_poly3_C0.1,sklearn_regularized,21,3,l2,0.1,0.5025832674721881,0.8560267857142858,0.7333333333333333,0.6923076923076923
ridge_poly3_C0.3,sklearn_regularized,21,3,l2,0.3,0.4919624412056601,0.8504464285714285,0.7166666666666667,0.6792452830188679
ridge_poly3_C1,sklearn_regularized,21,3,l2,1,0.49609860061474176,0.8392857142857143,0.7166666666666667,0.6792452830188679
ridge_poly3_C3,sklearn_regularized,21,3,l2,3,0.502929293867113,0.8337053571428572,0.7,0.6666666666666666
ridge_poly3_C10,sklearn_regularized,21,3,l2,10,0.5070027827749136,0.8314732142857142,0.7,0.6666666666666666
ridge_poly3_C30,sklearn_regularized,21,3,l2,30,0.508412000009607,0.8314732142857142,0.7,0.6666666666666666
ridge_poly3_C100,sklearn_regularized,21,3,l2,100,0.5089356470205849,0.8314732142857142,0.7,0.6666666666666666
ridge_poly4_C0.01,sklearn_regularized,21,4,l2,0.01,0.5686185383470228,0.8627232142857143,0.75,0.6808510638297872
ridge_poly4_C0.03,sklearn_regularized,21,4,l2,0.03,0.5261176444474591,0.8571428571428572,0.75,0.7058823529411765
ridge_poly4_C0.1,sklearn_regularized,21,4,l2,0.1,0.4996143863574995,0.8482142857142857,0.7333333333333333,0.68
ridge_poly4_C0.3,sklearn_regularized,21,4,l2,0.3,0.4978367257377289,0.8314732142857143,0.75,0.7058823529411765
ridge_poly4_C1,sklearn_regularized,21,4,l2,1,0.5285875094495066,0.8203125000000001,0.7666666666666667,0.75
ridge_poly4_C3,sklearn_regularized,21,4,l2,3,0.5862969989734537,0.8113839285714286,0.7666666666666667,0.7586206896551724
ridge_poly4_C10,sklearn_regularized,21,4,l2,10,0.6645311048236413,0.7991071428571428,0.75,0.7368421052631579
ridge_poly4_C30,sklearn_regularized,21,4,l2,30,0.7375797258442666,0.7935267857142857,0.7333333333333333,0.7241379310344828
ridge_poly4_C100,sklearn_regularized,21,4,l2,100,0.7993056863973614,0.7879464285714285,0.7333333333333333,0.7241379310344828
ridge_poly5_C0.01,sklearn_regularized,21,5,l2,0.01,0.5653222603602165,0.8660714285714286,0.75,0.6808510638297872
ridge_poly5_C0.03,sklearn_regularized,21,5,l2,0.03,0.5218684595751283,0.8604910714285714,0.75,0.7058823529411765
ridge_poly5_C0.1,sklearn_regularized,21,5,l2,0.1,0.4923007546272753,0.8616071428571428,0.75,0.7058823529411765
ridge_poly5_C0.3,sklearn_regularized,21,5,l2,0.3,0.48275464689331854,0.8549107142857143,0.7666666666666667,0.7307692307692307
ridge_poly5_C1,sklearn_regularized,21,5,l2,1,0.48764434332495277,0.8381696428571429,0.7833333333333333,0.7636363636363637
ridge_poly5_C3,sklearn_regularized,21,5,l2,3,0.5495537838677022,0.8024553571428572,0.75,0.7368421052631579
ridge_poly5_C10,sklearn_regularized,21,5,l2,10,0.7987280525553603,0.7957589285714286,0.75,0.7272727272727273
ridge_poly5_C30,sklearn_regularized,21,5,l2,30,1.099829871780244,0.7979910714285714,0.75,0.7272727272727273
ridge_poly5_C100,sklearn_regularized,21,5,l2,100,1.2869092293749336,0.7890625,0.7,0.6785714285714286
ridge_poly6_C0.01,sklearn_regularized,21,6,l2,0.01,0.5653676009522186,0.8616071428571429,0.7333333333333333,0.6521739130434783
ridge_poly6_C0.03,sklearn_regularized,21,6,l2,0.03,0.5245481919408973,0.8571428571428572,0.75,0.7058823529411765
ridge_poly6_C0.1,sklearn_regularized,21,6,l2,0.1,0.49696803736409834,0.8515625,0.75,0.7058823529411765
ridge_poly6_C0.3,sklearn_regularized,21,6,l2,0.3,0.49157688970873475,0.8404017857142857,0.75,0.7169811320754716
ridge_poly6_C1,sklearn_regularized,21,6,l2,1,0.5190368540349423,0.8258928571428572,0.8,0.7857142857142857
ridge_poly6_C3,sklearn_regularized,21,6,l2,3,0.5559562563339057,0.8169642857142857,0.7666666666666667,0.75
ridge_poly6_C10,sklearn_regularized,21,6,l2,10,0.5808315222693654,0.8091517857142857,0.7666666666666667,0.75
ridge_poly6_C30,sklearn_regularized,21,6,l2,30,0.6580909695092269,0.8270089285714285,0.7666666666666667,0.7407407407407407
ridge_poly6_C100,sklearn_regularized,21,6,l2,100,0.8570345257236555,0.8180803571428571,0.75,0.7272727272727273
lasso_poly2_C0.01,sklearn_regularized,21,2,l1,0.01,0.6931471805599454,0.5,0.4666666666666667,0.6363636363636364
lasso_poly2_C0.03,sklearn_regularized,21,2,l1,0.03,0.6497903944014901,0.7767857142857143,0.7,0.6666666666666666
lasso_poly2_C0.1,sklearn_regularized,21,2,l1,0.1,0.5338361819031061,0.8214285714285714,0.7166666666666667,0.6792452830188679
lasso_poly2_C0.3,sklearn_regularized,21,2,l1,0.3,0.50521723280804,0.8292410714285714,0.7333333333333333,0.6923076923076923
lasso_poly2_C1,sklearn_regularized,21,2,l1,1,0.4952432856999204,0.8314732142857143,0.7166666666666667,0.6666666666666666
lasso_poly2_C3,sklearn_regularized,21,2,l1,3,0.4925371801341331,0.8314732142857142,0.7166666666666667,0.6666666666666666
lasso_poly2_C10,sklearn_regularized,21,2,l1,10,0.4918855783294524,0.8348214285714286,0.7166666666666667,0.6666666666666666
lasso_poly2_C30,sklearn_regularized,21,2,l1,30,0.4920076780305717,0.8359375,0.7166666666666667,0.6666666666666666
lasso_poly2_C100,sklearn_regularized,21,2,l1,100,0.49205516679638855,0.8359375,0.7166666666666667,0.6666666666666666
lasso_poly3_C0.01,sklearn_regularized,21,3,l1,0.01,0.6931471805599454,0.5,0.4666666666666667,0.6363636363636364
lasso_poly3_C0.03,sklearn_regularized,21,3,l1,0.03,0.6497908409601753,0.7767857142857143,0.7,0.6666666666666666
lasso_poly3_C0.1,sklearn_regularized,21,3,l1,0.1,0.53378703293342,0.8203125,0.7166666666666667,0.6792452830188679
lasso_poly3_C0.3,sklearn_regularized,21,3,l1,0.3,0.5067630537711101,0.8270089285714286,0.7333333333333333,0.6923076923076923
lasso_poly3_C1,sklearn_regularized,21,3,l1,1,0.4936752604108405,0.8482142857142857,0.7166666666666667,0.6792452830188679
lasso_poly3_C3,sklearn_regularized,21,3,l1,3,0.4998680925673245,0.8359375,0.7,0.6666666666666666
lasso_poly3_C10,sklearn_regularized,21,3,l1,10,0.5058271368605525,0.8303571428571429,0.7,0.6666666666666666
lasso_poly3_C30,sklearn_regularized,21,3,l1,30,0.5081781625549202,0.8292410714285714,0.7,0.6666666666666666
lasso_poly3_C100,sklearn_regularized,21,3,l1,100,0.5090512663865883,0.8292410714285714,0.7,0.6666666666666666
lasso_poly4_C0.01,sklearn_regularized,21,4,l1,0.01,0.6931471805599454,0.5,0.4666666666666667,0.6363636363636364
lasso_poly4_C0.03,sklearn_regularized,21,4,l1,0.03,0.6497910696539607,0.7767857142857143,0.7,0.6666666666666666
lasso_poly4_C0.1,sklearn_regularized,21,4,l1,0.1,0.5398948226743143,0.8180803571428571,0.7166666666666667,0.6792452830188679
lasso_poly4_C0.3,sklearn_regularized,21,4,l1,0.3,0.5153685740216809,0.8158482142857143,0.7333333333333333,0.6923076923076923
lasso_poly4_C1,sklearn_regularized,21,4,l1,1,0.5364632112631368,0.8136160714285714,0.75,0.7272727272727273
lasso_poly4_C3,sklearn_regularized,21,4,l1,3,0.5957316262707465,0.796875,0.7666666666666667,0.75
lasso_poly4_C10,sklearn_regularized,21,4,l1,10,0.7060387516209629,0.7912946428571428,0.7333333333333333,0.7241379310344828
lasso_poly4_C30,sklearn_regularized,21,4,l1,30,0.7854957917988974,0.7868303571428571,0.7333333333333333,0.7241379310344828
lasso_poly4_C100,sklearn_regularized,21,4,l1,100,0.8250044523741455,0.78125,0.7333333333333333,0.7241379310344828
lasso_poly5_C0.01,sklearn_regularized,21,5,l1,0.01,0.6931471805599454,0.5,0.4666666666666667,0.6363636363636364
lasso_poly5_C0.03,sklearn_regularized,21,5,l1,0.03,0.6497901918994662,0.7767857142857143,0.7,0.6666666666666666
lasso_poly5_C0.1,sklearn_regularized,21,5,l1,0.1,0.5399099711120924,0.8180803571428571,0.7166666666666667,0.6792452830188679
lasso_poly5_C0.3,sklearn_regularized,21,5,l1,0.3,0.5153217231804603,0.8158482142857143,0.7333333333333333,0.6923076923076923
lasso_poly5_C1,sklearn_regularized,21,5,l1,1,0.5030687149639131,0.8292410714285714,0.75,0.7058823529411765
lasso_poly5_C3,sklearn_regularized,21,5,l1,3,0.9561978674007896,0.8069196428571428,0.7833333333333333,0.7719298245614035
lasso_poly5_C10,sklearn_regularized,21,5,l1,10,1.1745523624923948,0.7963169642857143,0.7333333333333333,0.7241379310344828
lasso_poly5_C30,sklearn_regularized,21,5,l1,30,1.3274574457060198,0.7868303571428572,0.7,0.6785714285714286
lasso_poly5_C100,sklearn_regularized,21,5,l1,100,1.3821284926847985,0.7935267857142857,0.6833333333333333,0.6666666666666666
lasso_poly6_C0.01,sklearn_regularized,21,6,l1,0.01,0.6931471805599454,0.5,0.4666666666666667,0.6363636363636364
lasso_poly6_C0.03,sklearn_regularized,21,6,l1,0.03,0.6497909291305067,0.7767857142857143,0.7,0.6666666666666666
lasso_poly6_C0.1,sklearn_regularized,21,6,l1,0.1,0.5398501626785771,0.8180803571428571,0.7166666666666667,0.6792452830188679
lasso_poly6_C0.3,sklearn_regularized,21,6,l1,0.3,0.5152715221700414,0.8158482142857143,0.7333333333333333,0.6923076923076923
lasso_poly6_C1,sklearn_regularized,21,6,l1,1,0.5022482077925062,0.8337053571428571,0.7666666666666667,0.7307692307692307
lasso_poly6_C3,sklearn_regularized,21,6,l1,3,0.9259887244703665,0.7712053571428572,0.75,0.7368421052631579
lasso_poly6_C10,sklearn_regularized,21,6,l1,10,1.2062556853695952,0.7717633928571428,0.75,0.7457627118644068
lasso_poly6_C30,sklearn_regularized,21,6,l1,30,1.0664067933862158,0.8136160714285714,0.7666666666666667,0.75
lasso_poly6_C100,sklearn_regularized,21,6,l1,100,1.4914791647363175,0.8035714285714286,0.7,0.6666666666666666
glm_current_simple,statsmodels_glm,22,,none,,0.5809841793885842,0.8024553571428571,0.7333333333333333,0.7333333333333333
glm_best_subset,statsmodels_glm,22,,none,,0.6058369485815501,0.7734375,0.75,0.7457627118644068
glm_full_degree2,statsmodels_glm,22,,none,,0.5987363440636525,0.7779017857142858,0.75,0.7457627118644068
ridge_poly1_C0.01,sklearn_regularized,22,1,l2,0.01,0.6857623693974859,0.5859375,0.5666666666666667,0.5
ridge_poly1_C0.03,sklearn_regularized,22,1,l2,0.03,0.6947590876500469,0.5881696428571428,0.55,0.5423728813559322
ridge_poly1_C0.1,sklearn_regularized,22,1,l2,0.1,0.7128469207218215,0.5904017857142857,0.55,0.5423728813559322
ridge_poly1_C0.3,sklearn_regularized,22,1,l2,0.3,0.725523285194537,0.59375,0.5333333333333333,0.5333333333333333
ridge_poly1_C1,sklearn_regularized,22,1,l2,1,0.7319893844928421,0.5926339285714286,0.5333333333333333,0.5333333333333333
ridge_poly1_C3,sklearn_regularized,22,1,l2,3,0.7341355900826806,0.5926339285714286,0.5333333333333333,0.5333333333333333
ridge_poly1_C10,sklearn_regularized,22,1,l2,10,0.73492407627988,0.5926339285714286,0.5333333333333333,0.5333333333333333
ridge_poly1_C30,sklearn_regularized,22,1,l2,30,0.7351530764381627,0.5926339285714286,0.5333333333333333,0.5333333333333333
ridge_poly1_C100,sklearn_regularized,22,1,l2,100,0.7352336204903207,0.5926339285714286,0.5333333333333333,0.5333333333333333
ridge_poly2_C0.01,sklearn_regularized,22,2,l2,0.01,0.6427275096205285,0.7488839285714285,0.7166666666666667,0.6909090909090909
ridge_poly2_C0.03,sklearn_regularized,22,2,l2,0.03,0.6162672336271835,0.7578124999999999,0.7,0.6896551724137931
ridge_poly2_C0.1,sklearn_regularized,22,2,l2,0.1,0.5980911402408027,0.7645089285714286,0.7166666666666667,0.7017543859649122
ridge_poly2_C0.3,sklearn_regularized,22,2,l2,0.3,0.5935704249943825,0.7712053571428571,0.7333333333333333,0.7241379310344828
ridge_poly2_C1,sklearn_regularized,22,2,l2,1,0.5953647090958015,0.7745535714285714,0.75,0.7457627118644068
ridge_poly2_C3,sklearn_regularized,22,2,l2,3,0.5972812560921674,0.7767857142857142,0.75,0.7457627118644068
ridge_poly2_C10,sklearn_regularized,22,2,l2,10,0.5982602380054357,0.7779017857142858,0.75,0.7457627118644068
ridge_poly2_C30,sklearn_regularized,22,2,l2,30,0.5985767591327396,0.7779017857142858,0.75,0.7457627118644068
ridge_poly2_C100,sklearn_regularized,22,2,l2,100,0.598691784505721,0.7779017857142858,0.75,0.7457627118644068
ridge_poly3_C0.01,sklearn_regularized,22,3,l2,0.01,0.656445662574691,0.7064732142857142,0.65,0.6181818181818182
ridge_poly3_C0.03,sklearn_regularized,22,3,l2,0.03,0.636731415421565,0.7243303571428572,0.7,0.7
ridge_poly3_C0.1,sklearn_regularized,22,3,l2,0.1,0.6193094574476217,0.7700892857142856,0.7333333333333333,0.7419354838709677
ridge_poly3_C0.3,sklearn_regularized,22,3,l2,0.3,0.6246030314428254,0.7656249999999999,0.75,0.7540983606557377
ridge_poly3_C1,sklearn_regularized,22,3,l2,1,0.6437662952287498,0.7578125,0.7166666666666667,0.7213114754098361
ridge_poly3_C3,sklearn_regularized,22,3,l2,3,0.6579495382406736,0.7499999999999998,0.7,0.7
ridge_poly3_C10,sklearn_regularized,22,3,l2,10,0.6658519605208343,0.7421874999999999,0.6666666666666666,0.6666666666666666
ridge_poly3_C30,sklearn_regularized,22,3,l2,30,0.6685889165452289,0.7388392857142857,0.6666666666666666,0.6666666666666666
ridge_poly3_C100,sklearn_regularized,22,3,l2,100,0.6696145869677238,0.7399553571428571,0.6666666666666666,0.6666666666666666
ridge_poly4_C0.01,sklearn_regularized,22,4,l2,0.01,0.6353842344416211,0.7600446428571429,0.6833333333333333,0.6415094339622641
ridge_poly4_C0.03,sklearn_regularized,22,4,l2,0.03,0.6194864849566658,0.7578125,0.7,0.6896551724137931
ridge_poly4_C0.1,sklearn_regularized,22,4,l2,0.1,0.62663125850897,0.7544642857142857,0.7166666666666667,0.7213114754098361
ridge_poly4_C0.3,sklearn_regularized,22,4,l2,0.3,0.6551319262753471,0.7444196428571428,0.7,0.7
ridge_poly4_C1,sklearn_regularized,22,4,l2,1,0.7039818859393622,0.7299107142857142,0.7,0.6896551724137931
ridge_poly4_C3,sklearn_regularized,22,4,l2,3,0.7672739201393168,0.7276785714285714,0.6833333333333333,0.6666666666666666
ridge_poly4_C10,sklearn_regularized,22,4,l2,10,0.8616604897808504,0.7310267857142858,0.6833333333333333,0.6666666666666666
ridge_poly4_C30,sklearn_regularized,22,4,l2,30,0.9520884434904414,0.7254464285714285,0.7,0.6785714285714286
ridge_poly4_C100,sklearn_regularized,22,4,l2,100,1.0189015038233071,0.7254464285714285,0.7,0.6785714285714286
ridge_poly5_C0.01,sklearn_regularized,22,5,l2,0.01,0.6443518472826885,0.7332589285714286,0.65,0.6037735849056604
ridge_poly5_C0.03,sklearn_regularized,22,5,l2,0.03,0.6277451201478035,0.7444196428571429,0.7,0.6896551724137931
ridge_poly5_C0.1,sklearn_regularized,22,5,l2,0.1,0.6381891950862754,0.7410714285714286,0.7166666666666667,0.711864406779661
ridge_poly5_C0.3,sklearn_regularized,22,5,l2,0.3,0.669526798154031,0.7299107142857143,0.6833333333333333,0.6779661016949152
ridge_poly5_C1,sklearn_regularized,22,5,l2,1,0.7296826412607444,0.7031249999999999,0.6833333333333333,0.6666666666666666
ridge_poly5_C3,sklearn_regularized,22,5,l2,3,0.8437083689986296,0.6796875,0.6833333333333333,0.6545454545454545
ridge_poly5_C10,sklearn_regularized,22,5,l2,10,1.0793107340466837,0.6395089285714286,0.6333333333333333,0.6071428571428571
ridge_poly5_C30,sklearn_regularized,22,5,l2,30,1.4261737249780007,0.6227678571428572,0.6,0.5555555555555556
ridge_poly5_C100,sklearn_regularized,22,5,l2,100,2.0718361738372204,0.6104910714285714,0.6,0.5555555555555556
ridge_poly6_C0.01,sklearn_regularized,22,6,l2,0.01,0.6355082825123012,0.7421874999999999,0.6666666666666666,0.6296296296296297
ridge_poly6_C0.03,sklearn_regularized,22,6,l2,0.03,0.630710609446599,0.7377232142857143,0.7,0.6896551724137931
ridge_poly6_C0.1,sklearn_regularized,22,6,l2,0.1,0.6545438805167006,0.7276785714285715,0.7,0.6896551724137931
ridge_poly6_C0.3,sklearn_regularized,22,6,l2,0.3,0.7071042103517227,0.7120535714285714,0.6833333333333333,0.6779661016949152
ridge_poly6_C1,sklearn_regularized,22,6,l2,1,0.8130817443735098,0.6964285714285715,0.7,0.6785714285714286
ridge_poly6_C3,sklearn_regularized,22,6,l2,3,0.9757102657895407,0.6752232142857143,0.6833333333333333,0.6545454545454545
ridge_poly6_C10,sklearn_regularized,22,6,l2,10,1.2185738819751533,0.6595982142857143,0.6666666666666666,0.6428571428571429
ridge_poly6_C30,sklearn_regularized,22,6,l2,30,1.4307726878831104,0.6450892857142857,0.6666666666666666,0.6551724137931034
ridge_poly6_C100,sklearn_regularized,22,6,l2,100,1.710741005531663,0.65625,0.6666666666666666,0.6428571428571429
lasso_poly2_C0.01,sklearn_regularized,22,2,l1,0.01,0.6931471805599454,0.5,0.4666666666666667,0.6363636363636364
lasso_poly2_C0.03,sklearn_regularized,22,2,l1,0.03,0.657496091310363,0.7220982142857143,0.6833333333333333,0.6984126984126984
lasso_poly2_C0.1,sklearn_regularized,22,2,l1,0.1,0.6136739185317206,0.7388392857142857,0.7,0.7096774193548387
